Case ID,Mission,Payload,Range,Endurance,Cruise Speed,Takeoff,Landing,Environment,Pipeline Status,Final Status,Failed Stage,Failure Category,Failure Reason,Iterations,Converged,Verification Status,Final MTOW,Wing Area,Wing Span,Aspect Ratio,Root Chord,Tip Chord,Taper Ratio,Selected Configuration,Selected Motor,Selected Propeller,Battery,Static Margin,Performance Status,Warnings,Execution Time
4654,DELIVERY,2.0,500.2,45.0,85.0,RUNWAY,RUNWAY,RURAL,INVALID_REQUIREMENTS,INVALID_REQUIREMENTS,MISSION_TRANSLATION,INVALID_REQUIREMENTS,Mission range (500.2 km) is physically inconsistent with cruise speed (85.0 km/h) and flight time (45.0 min). Max theoretical range is 63.8 km.,0,False,N/A,,,,,,,,,,,,,,,0.2813
4655,INSPECTION,6.71,28.5,49.4,64.0,RUNWAY,RUNWAY,RURAL,SIZING_INFEASIBLE,SIZING_INFEASIBLE,FUSELAGE_SIZING,SIZING_INFEASIBLE,"Sized fuselage width (0.40 m) exceeds wing root chord (0.36 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.",0,False,N/A,,1.2456,4.4643,16.0,0.3553,0.0,0.0,High Wing / Conventional,,,,,,,3.4466
4656,SECURITY,2.56,60.7,59.0,100.1,RUNWAY,PARACHUTE,MOUNTAIN,SIZING_INFEASIBLE,SIZING_INFEASIBLE,FUSELAGE_SIZING,SIZING_INFEASIBLE,"Sized fuselage width (0.25 m) exceeds wing root chord (0.22 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.",0,False,N/A,,0.4752,2.7575,16.0,0.2194,0.0,0.0,High Wing / Twin Boom,,,,,,,8.3059
4657,CUSTOM,2.02,48.9,60.0,92.4,CATAPULT,PARACHUTE,MOUNTAIN,INTERNAL_EXCEPTION,INTERNAL_ERROR,VERIFICATION,INTERNAL_ERROR,Design compliance score (76.0%) is below the minimum required safety compliance boundary (85.0%).,5,False,N/A,7.215,0.5349,2.3128,10.0,0.3426,0.1199,0.35,High Wing / Conventional,T-Motor AT3520,11x7 APC,1.232 kg,0.39,SATISFIED,,21468.6145
4658,DELIVERY,1.08,127.2,61.1,168.6,RUNWAY,RUNWAY,DESERT,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,PROPULSION_SIZING,COMPONENT_DATABASE_LIMITATION,"COMPONENT_DATABASE_LIMITATION: Lightest available component of type 'Cargo' in database weighs 2.00 kg, which exceeds the maximum allowed structural payload limit of 1.13 kg.",0,False,N/A,,0.2005,1.2822,8.2,0.2085,0.1042,0.5,High Wing / Conventional,,,,,,,2.6842
4659,MAPPING,0.88,28.6,44.4,138.3,CATAPULT,RUNWAY,RURAL,NON_CONVERGED,CONVERGENCE_FAILED,VERIFICATION,CONVERGENCE_FAILED,Subsystem execution failed with exception: PropulsionOptimizer failed: PropulsionOptimizer failed: No feasible design candidates found.; Convergence failed: Subsystem execution failed with exception: PropulsionOptimizer failed: PropulsionOptimizer failed: No feasible design candidates found.,2,False,N/A,3.396,0.1634,1.3097,10.5,0.1663,0.0832,0.5,High Wing / Conventional,SunnySky X2216,14x10 APC,0.651 kg,0.57,SATISFIED,,12355.4814
4660,CUSTOM,1.95,124.7,135.4,175.7,RUNWAY,RUNWAY,RURAL,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,AVIONICS_SIZING,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION: Required communication range (124.70 km) exceeds the maximum range available in the telemetry catalog (80.00 km).,0,False,N/A,,0.362,1.9496,10.5,0.2476,0.1238,0.5,High Wing / Conventional,T-Motor MN5008,20x10 APC,,,,,3.5234
4661,RESEARCH,2.25,35.9,39.7,160.8,RUNWAY,BELLY_LANDING,RURAL,NON_CONVERGED,CONVERGENCE_FAILED,VERIFICATION,CONVERGENCE_FAILED,Subsystem execution failed with exception: ElectricalOptimizer failed: ElectricalOptimizer failed: No feasible design candidates found.; Convergence failed: Subsystem execution failed with exception: ElectricalOptimizer failed: ElectricalOptimizer failed: No feasible design candidates found.,0,False,N/A,7.335,0.4177,1.992,9.5,0.2796,0.1398,0.5,High Wing / Conventional,T-Motor MN5008,18x10 APC,1.588 kg,0.589,SATISFIED,,4280.6053
4662,INSPECTION,13.52,101.3,175.4,70.3,RUNWAY,RUNWAY,RURAL,SIZING_INFEASIBLE,SIZING_INFEASIBLE,FUSELAGE_SIZING,SIZING_INFEASIBLE,"Sized fuselage width (0.57 m) exceeds wing root chord (0.50 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.",0,False,N/A,,2.5098,6.3369,16.0,0.5043,0.0,0.0,High Wing / Conventional,,,,,,,4.0279
4663,DISASTER_RESPONSE,17.56,48.6,28.3,76.7,RUNWAY,RUNWAY,RURAL,INTERNAL_EXCEPTION,INTERNAL_ERROR,PROPULSION_SIZING,INTERNAL_ERROR,PROPULSION_POWER_LIMIT: Sized power target of 4861.3 W exceeds maximum catalog motor power limit of 3400.0 W.,0,False,N/A,,3.2597,5.8504,10.5,0.7429,0.3715,0.5,High Wing / Conventional,,,,,,,3.0811
4664,RESEARCH,13.89,133.4,171.3,87.5,RUNWAY,RUNWAY,RURAL,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,AVIONICS_SIZING,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION: Required communication range (133.40 km) exceeds the maximum range available in the telemetry catalog (80.00 km).,0,False,N/A,,2.5784,4.9493,9.5,0.6946,0.3473,0.5,High Wing / Conventional,KDE Direct 7215XF,22x12 APC,,,,,4.4495
4665,CUSTOM,41.54,30.0,45.0,85.0,RUNWAY,RUNWAY,RURAL,INTERNAL_EXCEPTION,INTERNAL_ERROR,PROPULSION_SIZING,INTERNAL_ERROR,PROPULSION_POWER_LIMIT: Sized power target of 11500.0 W exceeds maximum catalog motor power limit of 3400.0 W.,0,False,N/A,,7.7112,8.9982,10.5,1.1426,0.5713,0.5,High Wing / Conventional,,,,,,,6.3589
4666,AGRICULTURE,11.26,108.8,185.1,90.9,RUNWAY,RUNWAY,RURAL,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,AVIONICS_SIZING,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION: Required communication range (108.80 km) exceeds the maximum range available in the telemetry catalog (80.00 km).,0,False,N/A,,2.0902,3.9594,7.5,0.5279,0.5279,1.0,Low Wing / Conventional,KDE Direct 7215XF,22x12 APC,,,,,3.156
4667,TRAINING,1.59,37.6,23.0,175.9,CATAPULT,BELLY_LANDING,RURAL,INTERNAL_EXCEPTION,INTERNAL_ERROR,PERFORMANCE_SIZING,INTERNAL_ERROR,Rate of climb (1.32 m/s) is below the minimum required rate of climb constraint (1.50 m/s).,0,False,N/A,4.305,0.2952,1.7604,10.5,0.2236,0.1118,0.5,High Wing / Conventional,SunnySky X2216,18x10 APC,0.692 kg,0.466,,,5.4856
4668,SECURITY,2.0,30.0,470.8,85.0,RUNWAY,RUNWAY,RURAL,SIZING_INFEASIBLE,SIZING_INFEASIBLE,FUSELAGE_SIZING,SIZING_INFEASIBLE,"Sized fuselage width (0.22 m) exceeds wing root chord (0.19 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.",0,False,N/A,,0.3713,2.4373,16.0,0.194,0.0,0.0,High Wing / Conventional,,,,,,,3.232
4669,DELIVERY,2.85,48.0,38.0,132.4,CATAPULT,RUNWAY,RURAL,NON_CONVERGED,CONVERGENCE_FAILED,VERIFICATION,CONVERGENCE_FAILED,Subsystem execution failed with exception: PropulsionOptimizer failed: PropulsionOptimizer failed: No feasible design candidates found.; Convergence failed: Subsystem execution failed with exception: PropulsionOptimizer failed: PropulsionOptimizer failed: No feasible design candidates found.,0,False,N/A,8.78,0.5291,2.0828,8.2,0.3387,0.1693,0.5,High Wing / Conventional,T-Motor AT3520,22x12 APC,1.548 kg,0.726,SATISFIED,,4194.2152
4670,SURVEY,1.25,122.5,85.5,198.3,RUNWAY,RUNWAY,RURAL,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,AVIONICS_SIZING,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION: Required communication range (122.50 km) exceeds the maximum range available in the telemetry catalog (80.00 km).,0,False,N/A,,0.232,1.5609,10.5,0.1982,0.0991,0.5,High Wing / Conventional,SunnySky X2216,16x8 APC,,,,,3.2514
4671,CUSTOM,1.43,142.6,214.7,59.4,HAND_LAUNCH,BELLY_LANDING,FOREST,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,AVIONICS_SIZING,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION: Required communication range (142.60 km) exceeds the maximum range available in the telemetry catalog (80.00 km).,0,False,N/A,,0.2655,1.6695,10.5,0.212,0.106,0.5,High Wing / Conventional,SunnySky X2216,18x10 APC,,,,,4.893
4672,INSPECTION,1.02,52.6,40.1,150.4,CATAPULT,RUNWAY,RURAL,SIZING_INFEASIBLE,SIZING_INFEASIBLE,FUSELAGE_SIZING,SIZING_INFEASIBLE,"Sized fuselage width (0.16 m) exceeds wing root chord (0.14 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.",0,False,N/A,,0.1893,1.7406,16.0,0.1385,0.0,0.0,High Wing / Conventional,,,,,,,3.735
4673,TRAINING,10.01,93.2,126.2,95.8,RUNWAY,RUNWAY,RURAL,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,AVIONICS_SIZING,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION: Required communication range (93.20 km) exceeds the maximum range available in the telemetry catalog (80.00 km).,0,False,N/A,,1.8582,4.4171,10.5,0.5609,0.2805,0.5,High Wing / Conventional,KDE Direct 7215XF,22x12 APC,,,,,7.6688
4674,SURVEY,2.0,30.0,45.0,324.1,RUNWAY,RUNWAY,RURAL,INTERNAL_EXCEPTION,INTERNAL_ERROR,PERFORMANCE_SIZING,INTERNAL_ERROR,Rate of climb (0.57 m/s) is below the minimum required rate of climb constraint (1.50 m/s).,0,False,N/A,7.11,0.3713,1.9744,10.5,0.2507,0.1254,0.5,High Wing / Conventional,T-Motor MN5008,20x10 APC,2.974 kg,0.233,,,11.5614
4675,SURVEY,1.0,-5.0,45.0,80.0,RUNWAY,RUNWAY,RURAL,INVALID_REQUIREMENTS,INVALID_REQUIREMENTS,MISSION_TRANSLATION,INVALID_REQUIREMENTS,Mission range must be positive (got -5.0 km),0,False,N/A,,,,,,,,,,,,,,,0.2256
4676,AGRICULTURE,2.0,30.0,492.9,85.0,RUNWAY,RUNWAY,RURAL,PERFORMANCE_INFEASIBLE,PERFORMANCE_INFEASIBLE,PERFORMANCE_SIZING,PERFORMANCE_INFEASIBLE,"Rate of climb (1.00 m/s) is below the minimum required rate of climb constraint (2.00 m/s).; Cruise speed (85.0 kmh) is below the minimum safe cruise speed boundary (98.2 kmh, representing a 30.0% safety margin above clean stall).",0,False,N/A,13.386,0.3713,1.6687,7.5,0.2225,0.2225,1.0,Low Wing / Conventional,T-Motor MN5008,18x10 APC,9.696 kg,0.178,,,5.0333
4677,DELIVERY,14.49,145.3,125.5,85.8,RUNWAY,RUNWAY,RURAL,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,AVIONICS_SIZING,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION: Required communication range (145.30 km) exceeds the maximum range available in the telemetry catalog (80.00 km).,0,False,N/A,,2.6898,4.6964,8.2,0.7636,0.3818,0.5,High Wing / Conventional,DLE 55cc,22x12 APC,,,,,4.3051
4678,AGRICULTURE,4.79,94.7,59.2,85.8,CATAPULT,PARACHUTE,RURAL,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,AVIONICS_SIZING,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION: Required communication range (94.70 km) exceeds the maximum range available in the telemetry catalog (80.00 km).,0,False,N/A,,0.8892,2.5824,7.5,0.3443,0.3443,1.0,Low Wing / Conventional,T-Motor AT4120,22x12 APC,,,,,2.9633
4679,MILITARY,0.12,68.1,131.7,60.5,CATAPULT,BELLY_LANDING,FOREST,SIZING_INFEASIBLE,SIZING_INFEASIBLE,FUSELAGE_SIZING,SIZING_INFEASIBLE,"Sized fuselage width (0.12 m) exceeds wing root chord (0.11 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.",0,False,N/A,,0.1114,1.3349,16.0,0.1062,0.0,0.0,High Wing / Twin Boom,,,,,,,3.2431
4680,RESEARCH,3.47,211.4,112.8,194.1,RUNWAY,RUNWAY,DESERT,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,AVIONICS_SIZING,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION: Required communication range (211.40 km) exceeds the maximum range available in the telemetry catalog (80.00 km).,0,False,N/A,,0.6441,2.4737,9.5,0.3472,0.1736,0.5,High Wing / Conventional,T-Motor AT3520,22x12 APC,,,,,3.5385
4681,CUSTOM,0.78,125.4,216.5,62.8,HAND_LAUNCH,BELLY_LANDING,FOREST,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,AVIONICS_SIZING,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION: Required communication range (125.40 km) exceeds the maximum range available in the telemetry catalog (80.00 km).,0,False,N/A,,0.1448,1.233,10.5,0.1566,0.0783,0.5,High Wing / Conventional,SunnySky X2216,13x8 APC,,,,,4.3255
4682,TRAINING,2.97,43.9,63.1,78.7,RUNWAY,PARACHUTE,MOUNTAIN,INTERNAL_EXCEPTION,INTERNAL_ERROR,VERIFICATION,INTERNAL_ERROR,Design compliance score (76.0%) is below the minimum required safety compliance boundary (85.0%).,4,False,N/A,7.215,0.5351,2.3132,10.0,0.3427,0.1199,0.35,High Wing / Conventional,T-Motor AT3520,11x7 APC,1.232 kg,0.39,SATISFIED,,17248.3126
4683,CUSTOM,61.56,30.0,45.0,85.0,RUNWAY,RUNWAY,RURAL,INTERNAL_EXCEPTION,INTERNAL_ERROR,PROPULSION_SIZING,INTERNAL_ERROR,PROPULSION_POWER_LIMIT: Sized power target of 17042.4 W exceeds maximum catalog motor power limit of 3400.0 W.,0,False,N/A,,11.4276,10.954,10.5,1.391,0.6955,0.5,High Wing / Conventional,,,,,,,2.8917
4684,RESEARCH,2.0,30.0,486.5,85.0,RUNWAY,RUNWAY,RURAL,PERFORMANCE_INFEASIBLE,PERFORMANCE_INFEASIBLE,PERFORMANCE_SIZING,PERFORMANCE_INFEASIBLE,"Rate of climb (0.73 m/s) is below the minimum required rate of climb constraint (2.00 m/s).; Cruise speed (85.0 kmh) is below the minimum safe cruise speed boundary (104.5 kmh, representing a 30.0% safety margin above clean stall).",0,False,N/A,15.494,0.3713,1.878,9.5,0.2636,0.1318,0.5,High Wing / Conventional,T-Motor MN5008,18x10 APC,10.009 kg,0.179,,,3.4398
4685,DELIVERY,11.7,68.6,133.5,102.6,RUNWAY,RUNWAY,RURAL,MTOW_LIMIT_EXCEEDED,MTOW_LIMIT_EXCEEDED,MASS_SIZING,MTOW_LIMIT_EXCEEDED,Calculated takeoff weight (42.15 kg) exceeds maximum takeoff weight limit constraint (25.00 kg).,0,False,N/A,,2.1719,4.2201,8.2,0.6862,0.3431,0.5,High Wing / Conventional,DLE 55cc,20x10 APC,,,,,3.3202
4686,MAPPING,18.57,27.0,25.0,77.4,RUNWAY,RUNWAY,RURAL,INTERNAL_EXCEPTION,INTERNAL_ERROR,PROPULSION_SIZING,INTERNAL_ERROR,PROPULSION_POWER_LIMIT: Sized power target of 5140.9 W exceeds maximum catalog motor power limit of 3400.0 W.,0,False,N/A,,3.4472,6.0163,10.5,0.764,0.382,0.5,High Wing / Conventional,,,,,,,2.5739
4687,CUSTOM,1.0,62.5,149.3,73.4,HAND_LAUNCH,PARACHUTE,RURAL,PERFORMANCE_INFEASIBLE,PERFORMANCE_INFEASIBLE,PERFORMANCE_SIZING,PERFORMANCE_INFEASIBLE,"Cruise speed (73.4 kmh) is below the minimum safe cruise speed boundary (76.4 kmh, representing a 20.0% safety margin above clean stall).",0,False,N/A,4.437,0.1856,1.3961,10.5,0.1773,0.0886,0.5,High Wing / Conventional,SunnySky X2216,15x10 APC,1.536 kg,0.431,,,3.9399
4688,TRAINING,2.54,39.3,32.4,127.8,CATAPULT,BELLY_LANDING,RURAL,NON_CONVERGED,CONVERGENCE_FAILED,VERIFICATION,CONVERGENCE_FAILED,Subsystem execution failed with exception: ElectricalOptimizer failed: ElectricalOptimizer failed: No feasible design candidates found.; Convergence failed: Subsystem execution failed with exception: ElectricalOptimizer failed: ElectricalOptimizer failed: No feasible design candidates found.,1,False,N/A,5.819,0.4715,2.225,10.5,0.2825,0.1413,0.5,High Wing / Conventional,T-Motor MN5008,22x12 APC,1.117 kg,0.316,SATISFIED,,8067.6756
4689,DISASTER_RESPONSE,3.72,96.7,59.8,71.5,RUNWAY,RUNWAY,MOUNTAIN,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,AVIONICS_SIZING,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION: Required communication range (96.70 km) exceeds the maximum range available in the telemetry catalog (80.00 km).,0,False,N/A,,0.6906,2.6927,10.5,0.3419,0.171,0.5,High Wing / Conventional,T-Motor AT3520,22x12 APC,,,,,3.031
4690,DELIVERY,4.97,209.2,68.8,135.4,RUNWAY,RUNWAY,RURAL,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,AVIONICS_SIZING,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION: Required communication range (209.20 km) exceeds the maximum range available in the telemetry catalog (80.00 km).,0,False,N/A,,0.9226,2.7505,8.2,0.4472,0.2236,0.5,High Wing / Conventional,T-Motor AT4120,22x12 APC,,,,,3.1167
4691,SURVEY,0.38,275.5,153.4,90.7,CATAPULT,NET_RECOVERY,MARINE,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,PROPULSION_SIZING,COMPONENT_DATABASE_LIMITATION,"COMPONENT_DATABASE_LIMITATION: Lightest available component of type 'RGB Camera' in database weighs 0.51 kg, which exceeds the maximum allowed structural payload limit of 0.40 kg.",0,False,N/A,,0.1114,1.0814,10.5,0.1373,0.0687,0.5,High Wing / Conventional,,,,,,,12.0412
4692,RESEARCH,14.26,83.5,188.9,70.3,RUNWAY,RUNWAY,RURAL,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,AVIONICS_SIZING,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION: Required communication range (83.50 km) exceeds the maximum range available in the telemetry catalog (80.00 km).,0,False,N/A,,2.6471,5.0148,9.5,0.7038,0.3519,0.5,High Wing / Conventional,KDE Direct 7215XF,22x12 APC,,,,,3.1543
4693,AGRICULTURE,2.84,176.5,94.7,152.1,RUNWAY,RUNWAY,RURAL,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,AVIONICS_SIZING,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION: Required communication range (176.50 km) exceeds the maximum range available in the telemetry catalog (80.00 km).,0,False,N/A,,0.5272,1.9885,7.5,0.2651,0.2651,1.0,Low Wing / Conventional,T-Motor MN5008,22x12 APC,,,,,4.8574
4694,CUSTOM,1.47,71.8,233.6,70.9,HAND_LAUNCH,BELLY_LANDING,FOREST,PERFORMANCE_INFEASIBLE,PERFORMANCE_INFEASIBLE,PERFORMANCE_SIZING,PERFORMANCE_INFEASIBLE,"Cruise speed (70.9 kmh) is below the minimum safe cruise speed boundary (76.2 kmh, representing a 20.0% safety margin above clean stall).",0,False,N/A,6.583,0.2729,1.6927,10.5,0.215,0.1075,0.5,High Wing / Conventional,SunnySky X2216,18x10 APC,3.107 kg,0.289,,,3.8982
4695,DISASTER_RESPONSE,1.44,146.0,126.2,57.7,HAND_LAUNCH,BELLY_LANDING,RURAL,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,AVIONICS_SIZING,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION: Required communication range (146.00 km) exceeds the maximum range available in the telemetry catalog (80.00 km).,0,False,N/A,,0.2673,1.6753,10.5,0.2127,0.1064,0.5,High Wing / Conventional,SunnySky X2216,18x10 APC,,,,,7.3703
4696,SECURITY,2.0,30.0,549.5,85.0,RUNWAY,RUNWAY,RURAL,SIZING_INFEASIBLE,SIZING_INFEASIBLE,FUSELAGE_SIZING,SIZING_INFEASIBLE,"Sized fuselage width (0.22 m) exceeds wing root chord (0.19 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.",0,False,N/A,,0.3713,2.4373,16.0,0.194,0.0,0.0,High Wing / Conventional,,,,,,,7.2848
4697,SURVEY,0.0,30.0,45.0,80.0,RUNWAY,RUNWAY,RURAL,INVALID_REQUIREMENTS,INVALID_REQUIREMENTS,MISSION_TRANSLATION,INVALID_REQUIREMENTS,Payload capacity must be positive (got 0.0 kg),0,False,N/A,,,,,,,,,,,,,,,0.3162
4698,DELIVERY,0.81,158.1,129.8,119.6,CATAPULT,PARACHUTE,RURAL,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,PROPULSION_SIZING,COMPONENT_DATABASE_LIMITATION,"COMPONENT_DATABASE_LIMITATION: Lightest available component of type 'Cargo' in database weighs 2.00 kg, which exceeds the maximum allowed structural payload limit of 0.85 kg.",0,False,N/A,,0.1504,1.1104,8.2,0.1806,0.0903,0.5,High Wing / Conventional,,,,,,,4.8842
4699,CUSTOM,3.9,161.2,144.0,147.7,RUNWAY,RUNWAY,DESERT,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,AVIONICS_SIZING,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION: Required communication range (161.20 km) exceeds the maximum range available in the telemetry catalog (80.00 km).,0,False,N/A,,0.724,2.7571,10.5,0.3501,0.1751,0.5,High Wing / Conventional,T-Motor AT3520,22x12 APC,,,,,5.5722
4700,DELIVERY,2.0,30.0,519.7,85.0,RUNWAY,RUNWAY,RURAL,PERFORMANCE_INFEASIBLE,PERFORMANCE_INFEASIBLE,PERFORMANCE_SIZING,PERFORMANCE_INFEASIBLE,"Rate of climb (0.87 m/s) is below the minimum required rate of climb constraint (3.00 m/s).; Cruise speed (85.0 kmh) is below the minimum safe cruise speed boundary (92.7 kmh, representing a 35.0% safety margin above clean stall).",0,False,N/A,15.089,0.3713,1.7448,8.2,0.2837,0.1419,0.5,High Wing / Conventional,T-Motor MN5008,22x12 APC,9.637 kg,0.181,,,6.2829
4701,AGRICULTURE,3.21,70.3,71.3,94.1,RUNWAY,RUNWAY,MOUNTAIN,INTERNAL_EXCEPTION,INTERNAL_ERROR,VERIFICATION,INTERNAL_ERROR,Design compliance score (76.0%) is below the minimum required safety compliance boundary (85.0%).,5,False,N/A,8.361,0.6203,2.2277,8.0,0.2785,0.2785,1.0,Low Wing / Conventional,T-Motor AT3520,11x7 APC,1.232 kg,0.291,SATISFIED,,21310.1836
4702,INSPECTION,0.9,27.4,34.7,150.8,RUNWAY,BELLY_LANDING,RURAL,SIZING_INFEASIBLE,SIZING_INFEASIBLE,FUSELAGE_SIZING,SIZING_INFEASIBLE,"Sized fuselage width (0.15 m) exceeds wing root chord (0.13 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.",0,False,N/A,,0.1671,1.635,16.0,0.1301,0.0,0.0,High Wing / Twin Boom,,,,,,,3.7629
4703,DELIVERY,1.6,41.6,71.2,97.8,CATAPULT,RUNWAY,MOUNTAIN,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,PROPULSION_SIZING,COMPONENT_DATABASE_LIMITATION,"COMPONENT_DATABASE_LIMITATION: Lightest available component of type 'Cargo' in database weighs 2.00 kg, which exceeds the maximum allowed structural payload limit of 1.68 kg.",0,False,N/A,,0.297,1.5606,8.2,0.2538,0.1269,0.5,High Wing / Conventional,,,,,,,2.5989
4704,DISASTER_RESPONSE,4.53,218.0,90.3,196.3,RUNWAY,RUNWAY,RURAL,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,AVIONICS_SIZING,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION: Required communication range (218.00 km) exceeds the maximum range available in the telemetry catalog (80.00 km).,0,False,N/A,,0.8409,2.9715,10.5,0.3773,0.1887,0.5,High Wing / Conventional,T-Motor AT4120,22x12 APC,,,,,4.6315
4705,DISASTER_RESPONSE,3.57,92.9,46.1,77.6,RUNWAY,RUNWAY,RURAL,INVALID_REQUIREMENTS,INVALID_REQUIREMENTS,MISSION_TRANSLATION,INVALID_REQUIREMENTS,Mission range (92.9 km) is physically inconsistent with cruise speed (77.6 km/h) and flight time (46.1 min). Max theoretical range is 59.6 km.,0,False,N/A,,,,,,,,,,,,,,,0.2195
4706,DELIVERY,2.95,22.5,33.7,164.7,CATAPULT,RUNWAY,RURAL,NON_CONVERGED,CONVERGENCE_FAILED,VERIFICATION,CONVERGENCE_FAILED,Subsystem execution failed with exception: PropulsionOptimizer failed: PropulsionOptimizer failed: No feasible design candidates found.; Convergence failed: Subsystem execution failed with exception: PropulsionOptimizer failed: PropulsionOptimizer failed: No feasible design candidates found.,0,False,N/A,9.185,0.5476,2.1191,8.2,0.3446,0.1723,0.5,High Wing / Conventional,T-Motor AT3520,22x12 APC,1.756 kg,0.71,SATISFIED,,3891.4149
4707,SECURITY,1.49,107.5,140.1,53.1,HAND_LAUNCH,PARACHUTE,RURAL,SIZING_INFEASIBLE,SIZING_INFEASIBLE,FUSELAGE_SIZING,SIZING_INFEASIBLE,"Sized fuselage width (0.19 m) exceeds wing root chord (0.17 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.",0,False,N/A,,0.2766,2.1037,16.0,0.1674,0.0,0.0,High Wing / Twin Boom,,,,,,,3.5582
4708,DELIVERY,1.77,96.3,53.7,100.9,RUNWAY,PARACHUTE,RURAL,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,PROPULSION_SIZING,COMPONENT_DATABASE_LIMITATION,"COMPONENT_DATABASE_LIMITATION: Lightest available component of type 'Cargo' in database weighs 2.00 kg, which exceeds the maximum allowed structural payload limit of 1.86 kg.",0,False,N/A,,0.3286,1.6414,8.2,0.2669,0.1335,0.5,High Wing / Conventional,,,,,,,7.1943
4709,MILITARY,1.48,238.7,158.1,102.1,CATAPULT,PARACHUTE,RURAL,SIZING_INFEASIBLE,SIZING_INFEASIBLE,FUSELAGE_SIZING,SIZING_INFEASIBLE,"Sized fuselage width (0.19 m) exceeds wing root chord (0.17 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.",0,False,N/A,,0.2747,2.0966,16.0,0.1668,0.0,0.0,High Wing / Twin Boom,,,,,,,3.4206
4710,TRAINING,3.45,93.5,77.5,73.8,RUNWAY,RUNWAY,RURAL,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,AVIONICS_SIZING,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION: Required communication range (93.50 km) exceeds the maximum range available in the telemetry catalog (80.00 km).,0,False,N/A,,0.6404,2.5932,10.5,0.3293,0.1646,0.5,High Wing / Conventional,T-Motor AT3520,22x12 APC,,,,,5.6639
