case_id,mission_type,payload_kg,endurance_min,range_km,cruise_speed_kmh,environment,takeoff_type,landing_type,budget,input_valid,selection_success,selected_vehicle_family,selection_score,alternative_vehicle,warnings,failure_category,failure_reason,execution_time_ms
4431,MILITARY,7.86,38.8,50.0,94.3,RURAL,VERTICAL,VERTICAL,56955.86,True,True,VTOL,0.95,MULTIROTOR,,,,0.0685
4432,RESEARCH,1.24,18.0,9.8,23.0,RURAL,VERTICAL,VERTICAL,48343.47,True,True,MULTIROTOR,0.8,VTOL,,,,0.0622
4433,RESEARCH,0.45,10.5,4.2,32.2,INDOOR,VERTICAL,VERTICAL,21453.85,True,True,MULTIROTOR,0.8,None,,,,0.0585
4434,MAPPING,0.49,13.5,3.3,33.5,INDOOR,VERTICAL,VERTICAL,48578.07,True,True,MULTIROTOR,0.8,None,,,,0.0633
4435,MAPPING,1.11,51.2,116.0,59.9,FOREST,HAND_LAUNCH,RUNWAY,34863.63,True,True,FIXED_WING,1.0,VTOL,,,,0.0632
4436,SECURITY,11.15,65.4,60.3,75.1,MOUNTAIN,VERTICAL,RUNWAY,16354.65,True,True,VTOL,0.95,MULTIROTOR,,,,0.0632
4437,AGRICULTURE,2.43,147.2,55.3,85.1,MOUNTAIN,RUNWAY,PARACHUTE,69251.4,True,True,FIXED_WING,1.0,VTOL,,,,0.0685
4438,SURVEY,4.49,54.4,103.4,89.9,MARINE,VERTICAL,VERTICAL,19831.62,True,True,VTOL,0.95,MULTIROTOR,,,,0.0703
4439,SECURITY,1.39,31.4,10.5,36.0,RURAL,VERTICAL,VERTICAL,73241.82,True,True,MULTIROTOR,0.8,VTOL,,,,0.064
4440,SECURITY,3.44,77.4,148.9,74.0,MOUNTAIN,VERTICAL,VERTICAL,17680.24,True,True,VTOL,0.95,MULTIROTOR,,,,0.068
4441,SURVEY,2.0,500.0,20.0,60.0,RURAL,VERTICAL,VERTICAL,,True,False,None,,None,,NO_VALID_VEHICLE,No feasible aircraft design solution: Endurance requirement (500.0 min) exceeds battery/fuel energy storage density limit (450.0 min).,0.0365
4442,CUSTOM,6.2,85.3,56.1,87.5,FOREST,VERTICAL,VERTICAL,71892.03,True,True,VTOL,0.95,MULTIROTOR,,,,0.0663
4443,RESEARCH,4.92,125.8,112.4,60.1,MOUNTAIN,HAND_LAUNCH,BELLY_LANDING,48560.64,True,True,FIXED_WING,1.0,VTOL,,,,0.0633
4444,RESEARCH,4.0,51.3,118.8,89.2,FOREST,RUNWAY,PARACHUTE,47691.11,True,True,FIXED_WING,1.0,VTOL,,,,0.0626
4445,SURVEY,6.88,42.3,51.7,94.2,FOREST,VERTICAL,VERTICAL,56933.47,True,True,VTOL,0.95,MULTIROTOR,,,,0.0625
4446,TRAINING,2.84,128.6,75.7,103.4,DESERT,HAND_LAUNCH,PARACHUTE,55836.44,True,True,FIXED_WING,1.0,VTOL,,,,0.063
4447,MILITARY,4.36,33.6,133.3,103.1,MARINE,VERTICAL,VERTICAL,33508.78,True,True,VTOL,0.95,MULTIROTOR,,,,0.0632
4448,INSPECTION,4.18,107.0,99.0,106.1,DESERT,HAND_LAUNCH,PARACHUTE,15375.37,True,True,VTOL,0.8,MULTIROTOR,,,,0.0649
4449,SURVEY,0.0,30.0,20.0,60.0,RURAL,VERTICAL,VERTICAL,10000.0,False,False,None,,None,,INVALID_REQUIREMENTS,Payload weight must be greater than 0 kg. Provided: 0.0 kg.,0.0083
4450,INSPECTION,2.12,20.2,3.2,22.1,URBAN,VERTICAL,VERTICAL,3830.85,True,True,MULTIROTOR,0.8,VTOL,,,,0.0641
4451,TRAINING,1.01,21.5,12.7,46.5,URBAN,VERTICAL,VERTICAL,28538.41,True,True,MULTIROTOR,0.8,VTOL,,,,0.0701
4452,SURVEY,25.0,30.0,250.0,60.0,RURAL,VERTICAL,VERTICAL,,True,False,None,,None,,NO_VALID_VEHICLE,No feasible aircraft design solution: Combined heavy payload (25.0 kg) and extended range (250.0 km) exceeds structural MTOW limit.,0.0349
4453,INSPECTION,3.29,46.8,125.3,71.9,MARINE,VERTICAL,VERTICAL,50278.68,True,True,VTOL,0.95,MULTIROTOR,,,,0.0628
4454,MILITARY,1.76,10.3,11.0,29.2,URBAN,VERTICAL,VERTICAL,58824.76,True,True,MULTIROTOR,0.8,VTOL,,,,0.0623
4455,TRAINING,23.35,71.8,58.4,53.7,MOUNTAIN,VERTICAL,VERTICAL,79997.97,True,True,VTOL,0.95,MULTIROTOR,,,,0.0683
4456,SURVEY,0.0,30.0,20.0,60.0,RURAL,VERTICAL,VERTICAL,10000.0,False,False,None,,None,,INVALID_REQUIREMENTS,Payload weight must be greater than 0 kg. Provided: 0.0 kg.,0.0088
4457,TRAINING,4.67,87.4,53.3,94.4,MOUNTAIN,VERTICAL,VERTICAL,23615.73,True,True,VTOL,0.95,MULTIROTOR,,,,0.076
4458,SECURITY,3.13,50.4,116.2,93.1,MOUNTAIN,HAND_LAUNCH,NET_RECOVERY,71474.13,True,True,FIXED_WING,1.0,VTOL,,,,0.0647
4459,AGRICULTURE,6.8,112.6,118.0,112.7,MOUNTAIN,VERTICAL,VERTICAL,75531.87,True,True,VTOL,0.95,MULTIROTOR,,,,0.0635
4460,SURVEY,2.0,30.0,500.0,60.0,RURAL,VERTICAL,VERTICAL,,True,False,None,,None,Extended range target (500.0 km) approaches maximum battery energy density threshold.,NO_VALID_VEHICLE,No feasible aircraft design solution: Range requirement (500.0 km) exceeds maximum studio envelope limit (450.0 km).,0.0345
4461,MAPPING,15.26,75.6,56.5,70.7,RURAL,VERTICAL,RUNWAY,4005.5,True,True,VTOL,0.95,MULTIROTOR,,,,0.0625
4462,DELIVERY,2.28,110.9,51.5,90.2,MARINE,VERTICAL,VERTICAL,42316.26,True,True,VTOL,0.95,MULTIROTOR,,,,0.0627
4463,SECURITY,4.5,111.2,103.2,105.4,MOUNTAIN,RUNWAY,RUNWAY,6720.86,True,True,FIXED_WING,1.0,VTOL,,,,0.0629
4464,SURVEY,45.0,30.0,20.0,60.0,RURAL,VERTICAL,VERTICAL,,True,False,None,,None,High payload mass (45.0 kg) requires specialized heavy-lift structural airframe.,NO_VALID_VEHICLE,No feasible aircraft design solution: Payload requirement (45.0 kg) exceeds maximum studio envelope limit (35.0 kg).,0.0423
4465,RESEARCH,21.61,52.6,67.7,57.4,RURAL,RUNWAY,VERTICAL,76302.94,True,True,VTOL,0.8,MULTIROTOR,,,,0.067
4466,MAPPING,2.82,114.0,111.8,106.0,DESERT,RUNWAY,BELLY_LANDING,53754.68,True,True,FIXED_WING,1.0,VTOL,,,,0.0658
4467,CUSTOM,1.15,5.3,2.7,38.5,INDOOR,VERTICAL,VERTICAL,47679.62,True,True,MULTIROTOR,0.8,None,,,,0.0638
4468,DELIVERY,0.32,19.6,2.9,39.8,INDOOR,VERTICAL,VERTICAL,35519.3,True,True,MULTIROTOR,0.8,None,,,,0.0619
4469,SURVEY,2.0,30.0,500.0,60.0,RURAL,VERTICAL,VERTICAL,,True,False,None,,None,Extended range target (500.0 km) approaches maximum battery energy density threshold.,NO_VALID_VEHICLE,No feasible aircraft design solution: Range requirement (500.0 km) exceeds maximum studio envelope limit (450.0 km).,0.0343
4470,SECURITY,1.02,23.2,2.7,10.8,INDOOR,VERTICAL,VERTICAL,44984.48,True,True,MULTIROTOR,0.8,None,,,,0.0629
4471,SURVEY,18.0,280.0,20.0,60.0,RURAL,VERTICAL,VERTICAL,,True,False,None,,None,,NO_VALID_VEHICLE,No feasible aircraft design solution: Combined heavy payload (18.0 kg) and ultra-long endurance (280.0 min) is physically unachievable.,0.0348
4472,DELIVERY,0.59,5.7,4.4,21.8,INDOOR,VERTICAL,VERTICAL,38519.15,True,True,MULTIROTOR,0.8,None,,,,0.0586
4473,SURVEY,3.15,118.4,32.1,100.4,RURAL,VERTICAL,VERTICAL,48953.97,True,True,VTOL,0.95,MULTIROTOR,,,,0.0649
4474,INSPECTION,11.68,61.2,68.8,75.8,MOUNTAIN,RUNWAY,VERTICAL,57133.24,True,True,VTOL,0.8,MULTIROTOR,,,,0.0675
4475,MILITARY,3.51,108.3,81.1,64.9,MARINE,VERTICAL,VERTICAL,66706.18,True,True,VTOL,0.95,MULTIROTOR,,,,0.0685
4476,INSPECTION,1.12,52.8,111.6,74.5,FOREST,CATAPULT,NET_RECOVERY,79913.9,True,True,VTOL,0.8,MULTIROTOR,,,,0.0678
4477,DELIVERY,5.02,57.0,131.6,62.3,MOUNTAIN,VERTICAL,VERTICAL,47030.69,True,True,VTOL,0.95,MULTIROTOR,,,,0.0689
4478,SURVEY,18.0,280.0,20.0,60.0,RURAL,VERTICAL,VERTICAL,,True,False,None,,None,,NO_VALID_VEHICLE,No feasible aircraft design solution: Combined heavy payload (18.0 kg) and ultra-long endurance (280.0 min) is physically unachievable.,0.035
4479,SECURITY,1.42,5.7,5.0,22.7,INDOOR,VERTICAL,VERTICAL,42709.65,True,True,MULTIROTOR,0.8,None,,,,0.0627
4480,RESEARCH,21.43,49.4,74.1,62.3,DESERT,RUNWAY,RUNWAY,69595.03,True,True,FIXED_WING,1.0,VTOL,,,,0.0635
4481,CUSTOM,0.84,11.8,1.2,24.2,INDOOR,VERTICAL,VERTICAL,22454.92,True,True,MULTIROTOR,0.8,None,,,,0.059
4482,SURVEY,3.0,30.0,20.0,60.0,RURAL,VERTICAL,VERTICAL,-100.0,False,False,None,,None,,INVALID_REQUIREMENTS,Financial budget must be greater than $0 if specified. Provided: $-100.0.,0.0081
4483,INSPECTION,6.35,117.2,51.4,106.4,MOUNTAIN,VERTICAL,VERTICAL,21481.92,True,True,VTOL,0.95,MULTIROTOR,,,,0.0632
4484,INSPECTION,5.34,81.7,83.5,79.9,FOREST,VERTICAL,VERTICAL,40564.42,True,True,VTOL,0.95,MULTIROTOR,,,,0.063
4485,CUSTOM,2.58,78.9,87.9,82.7,MOUNTAIN,VERTICAL,VERTICAL,63382.62,True,True,VTOL,0.95,MULTIROTOR,,,,0.063
4486,SURVEY,0.99,38.8,9.0,32.5,URBAN,VERTICAL,VERTICAL,60460.29,True,True,MULTIROTOR,0.8,VTOL,,,,0.0616
4487,DELIVERY,0.69,17.7,4.4,32.2,INDOOR,VERTICAL,VERTICAL,30952.45,True,True,MULTIROTOR,0.8,None,,,,0.0604
4488,TRAINING,0.51,16.1,3.3,10.2,INDOOR,VERTICAL,VERTICAL,78270.66,True,True,MULTIROTOR,0.8,None,,,,0.0587
4489,MAPPING,3.13,26.3,5.8,20.9,URBAN,VERTICAL,VERTICAL,10790.56,True,True,MULTIROTOR,0.8,VTOL,,,,0.0664
4490,MAPPING,12.68,85.1,17.3,53.9,MOUNTAIN,RUNWAY,RUNWAY,19461.77,True,True,FIXED_WING,1.0,VTOL,,,,0.0644
4491,TRAINING,24.88,73.2,79.5,74.6,RURAL,VERTICAL,VERTICAL,14880.74,True,True,VTOL,0.95,MULTIROTOR,,,,0.0693
4492,RESEARCH,0.97,21.9,4.8,23.9,INDOOR,VERTICAL,VERTICAL,55137.41,True,True,MULTIROTOR,0.8,None,,,,0.0612
4493,SURVEY,2.0,500.0,20.0,60.0,RURAL,VERTICAL,VERTICAL,,True,False,None,,None,,NO_VALID_VEHICLE,No feasible aircraft design solution: Endurance requirement (500.0 min) exceeds battery/fuel energy storage density limit (450.0 min).,0.0338
4494,TRAINING,3.82,29.4,13.7,29.2,URBAN,VERTICAL,VERTICAL,38663.76,True,True,MULTIROTOR,0.8,VTOL,,,,0.0613
4495,DISASTER_RESPONSE,3.03,80.6,82.2,84.1,RURAL,VERTICAL,VERTICAL,65096.12,True,True,VTOL,0.95,MULTIROTOR,,,,0.0626
4496,SURVEY,0.89,31.2,2.2,48.7,RURAL,VERTICAL,VERTICAL,2853.76,True,True,MULTIROTOR,0.8,VTOL,,,,0.0617
4497,SECURITY,2.41,148.9,103.7,56.8,DESERT,HAND_LAUNCH,BELLY_LANDING,68240.3,True,True,FIXED_WING,1.0,VTOL,,,,0.1182
4498,SECURITY,1.06,8.7,1.0,35.7,INDOOR,VERTICAL,VERTICAL,17357.11,True,True,MULTIROTOR,0.8,None,,,,0.0674
4499,SECURITY,0.79,22.9,1.2,20.5,INDOOR,VERTICAL,VERTICAL,75441.0,True,True,MULTIROTOR,0.8,None,,,,0.3728
4500,INSPECTION,0.92,8.5,4.7,11.0,INDOOR,VERTICAL,VERTICAL,16657.38,True,True,MULTIROTOR,0.8,None,,,,0.1108
4501,SURVEY,3.0,-10.0,20.0,60.0,RURAL,VERTICAL,VERTICAL,10000.0,False,False,None,,None,,INVALID_REQUIREMENTS,Target flight time must be greater than 0 minutes. Provided: -10.0 min.,0.0137
4502,SURVEY,45.0,30.0,20.0,60.0,RURAL,VERTICAL,VERTICAL,,True,False,None,,None,High payload mass (45.0 kg) requires specialized heavy-lift structural airframe.,NO_VALID_VEHICLE,No feasible aircraft design solution: Payload requirement (45.0 kg) exceeds maximum studio envelope limit (35.0 kg).,0.05
4503,INSPECTION,7.28,36.1,45.4,82.0,MARINE,VERTICAL,VERTICAL,73989.69,True,True,VTOL,0.95,MULTIROTOR,,,,0.2741
4504,DISASTER_RESPONSE,19.77,85.1,78.9,57.1,DESERT,RUNWAY,RUNWAY,65307.73,True,True,FIXED_WING,1.0,VTOL,,,,0.1252
4505,DISASTER_RESPONSE,4.73,113.6,67.2,61.8,RURAL,RUNWAY,PARACHUTE,50107.6,True,True,FIXED_WING,1.0,VTOL,,,,0.0914
4506,MILITARY,2.4,33.8,6.5,43.2,URBAN,VERTICAL,VERTICAL,4222.3,True,True,MULTIROTOR,0.8,VTOL,,,,0.0704
4507,SURVEY,2.0,30.0,20.0,350.0,RURAL,VERTICAL,VERTICAL,,True,False,None,,None,,NO_VALID_VEHICLE,No feasible aircraft design solution: Cruise speed requirement (350.0 km/h) exceeds platform dynamic limit (300.0 km/h).,0.0392
4508,TRAINING,3.98,88.7,53.9,92.0,FOREST,RUNWAY,NET_RECOVERY,59270.08,True,True,FIXED_WING,1.0,VTOL,,,,0.0688
4509,DELIVERY,0.96,8.0,1.7,24.8,INDOOR,VERTICAL,VERTICAL,79534.84,True,True,MULTIROTOR,0.8,None,,,,0.0718
4510,TRAINING,1.29,32.5,14.2,42.6,URBAN,VERTICAL,VERTICAL,19346.3,True,True,MULTIROTOR,0.8,VTOL,,,,0.0711
4511,SURVEY,45.0,30.0,20.0,60.0,RURAL,VERTICAL,VERTICAL,,True,False,None,,None,High payload mass (45.0 kg) requires specialized heavy-lift structural airframe.,NO_VALID_VEHICLE,No feasible aircraft design solution: Payload requirement (45.0 kg) exceeds maximum studio envelope limit (35.0 kg).,0.0399
4512,SECURITY,6.15,56.7,112.6,104.5,FOREST,VERTICAL,VERTICAL,24402.86,True,True,VTOL,0.95,MULTIROTOR,,,,0.0668
4513,TRAINING,1.3,25.2,9.7,23.3,RURAL,VERTICAL,VERTICAL,69686.05,True,True,MULTIROTOR,0.8,VTOL,,,,0.0683
4514,RESEARCH,1.77,76.9,70.5,66.2,FOREST,CATAPULT,RUNWAY,39160.77,True,True,FIXED_WING,1.0,VTOL,,,,0.0719
4515,AGRICULTURE,3.46,19.5,7.3,38.7,RURAL,VERTICAL,VERTICAL,61046.92,True,True,MULTIROTOR,0.8,VTOL,,,,0.066
4516,SURVEY,18.0,280.0,20.0,60.0,RURAL,VERTICAL,VERTICAL,,True,False,None,,None,,NO_VALID_VEHICLE,No feasible aircraft design solution: Combined heavy payload (18.0 kg) and ultra-long endurance (280.0 min) is physically unachievable.,0.0376
4517,SURVEY,2.0,30.0,500.0,60.0,RURAL,VERTICAL,VERTICAL,,True,False,None,,None,Extended range target (500.0 km) approaches maximum battery energy density threshold.,NO_VALID_VEHICLE,No feasible aircraft design solution: Range requirement (500.0 km) exceeds maximum studio envelope limit (450.0 km).,0.0549
4518,SECURITY,4.44,66.6,94.6,71.6,MOUNTAIN,VERTICAL,VERTICAL,14186.04,True,True,VTOL,0.95,MULTIROTOR,,,,0.0691
4519,DELIVERY,6.45,76.9,82.3,107.8,MOUNTAIN,VERTICAL,VERTICAL,61465.9,True,True,VTOL,0.95,MULTIROTOR,,,,0.0686
4520,SURVEY,5.22,76.0,48.9,68.2,FOREST,VERTICAL,VERTICAL,37134.41,True,True,VTOL,0.95,MULTIROTOR,,,,0.0675
4521,SURVEY,0.24,14.5,4.7,38.7,INDOOR,VERTICAL,VERTICAL,52093.43,True,True,MULTIROTOR,0.8,None,,,,0.0684
4522,MAPPING,4.29,104.3,94.5,65.5,MOUNTAIN,RUNWAY,BELLY_LANDING,21969.69,True,True,FIXED_WING,1.0,VTOL,,,,0.1623
4523,DISASTER_RESPONSE,2.33,108.2,86.0,71.1,MOUNTAIN,HAND_LAUNCH,RUNWAY,45200.39,True,True,FIXED_WING,1.0,VTOL,,,,0.1303
4524,INSPECTION,24.18,88.9,61.8,62.5,MOUNTAIN,RUNWAY,VERTICAL,27418.11,True,True,VTOL,0.8,MULTIROTOR,,,,0.0761
4525,TRAINING,7.1,38.3,42.8,82.9,FOREST,VERTICAL,VERTICAL,45822.73,True,True,VTOL,0.95,MULTIROTOR,,,,0.0684
4526,TRAINING,20.19,45.2,32.8,54.1,DESERT,RUNWAY,RUNWAY,63976.82,True,True,FIXED_WING,1.0,VTOL,,,,0.0682
4527,RESEARCH,10.82,42.9,76.2,56.2,RURAL,VERTICAL,RUNWAY,26909.15,True,True,VTOL,0.95,MULTIROTOR,,,,0.0703
4528,SURVEY,14.15,53.1,27.5,80.8,DESERT,RUNWAY,RUNWAY,71267.37,True,True,FIXED_WING,0.85,VTOL,,,,0.0728
4529,TRAINING,4.72,62.1,42.4,77.5,MOUNTAIN,CATAPULT,PARACHUTE,78705.86,True,True,FIXED_WING,1.0,VTOL,,,,0.0753
4530,AGRICULTURE,3.17,24.2,9.6,32.3,URBAN,VERTICAL,VERTICAL,30302.16,True,True,MULTIROTOR,0.8,VTOL,,,,0.0683
4531,INSPECTION,0.82,10.4,1.6,35.3,INDOOR,VERTICAL,VERTICAL,18574.96,True,True,MULTIROTOR,0.8,None,,,,0.0713
4532,CUSTOM,0.61,25.6,12.7,48.3,RURAL,VERTICAL,VERTICAL,71791.02,True,True,MULTIROTOR,0.8,VTOL,,,,0.0694
4533,SURVEY,2.0,30.0,500.0,60.0,RURAL,VERTICAL,VERTICAL,,True,False,None,,None,Extended range target (500.0 km) approaches maximum battery energy density threshold.,NO_VALID_VEHICLE,No feasible aircraft design solution: Range requirement (500.0 km) exceeds maximum studio envelope limit (450.0 km).,0.0403
4534,AGRICULTURE,3.45,38.7,5.1,34.6,RURAL,VERTICAL,VERTICAL,79919.31,True,True,MULTIROTOR,0.8,VTOL,,,,0.0643
4535,DELIVERY,6.67,98.1,70.8,93.0,FOREST,VERTICAL,VERTICAL,73233.09,True,True,VTOL,0.95,MULTIROTOR,,,,0.0661
4536,RESEARCH,18.05,77.6,74.8,70.5,MOUNTAIN,RUNWAY,VERTICAL,70031.89,True,True,VTOL,0.8,MULTIROTOR,,,,0.0677
4537,SECURITY,1.03,22.7,3.0,49.3,RURAL,VERTICAL,VERTICAL,49935.96,True,True,MULTIROTOR,0.8,VTOL,,,,0.0692
4538,MAPPING,1.27,11.3,4.6,12.0,INDOOR,VERTICAL,VERTICAL,36023.74,True,True,MULTIROTOR,0.8,None,,,,0.0614
4539,SURVEY,3.0,30.0,-5.0,60.0,RURAL,VERTICAL,VERTICAL,10000.0,False,False,None,,None,,INVALID_REQUIREMENTS,Target range must be greater than 0 km. Provided: -5.0 km.,0.0232
4540,DELIVERY,1.44,6.5,4.8,29.5,INDOOR,VERTICAL,VERTICAL,55388.21,True,True,MULTIROTOR,0.8,None,,,,0.0636
4541,INSPECTION,3.74,90.1,29.5,78.9,FOREST,HAND_LAUNCH,NET_RECOVERY,58202.49,True,True,VTOL,0.8,MULTIROTOR,,,,0.0699
4542,AGRICULTURE,3.24,79.6,60.8,53.2,FOREST,HAND_LAUNCH,RUNWAY,78983.17,True,True,FIXED_WING,1.0,VTOL,,,,0.0688
4543,RESEARCH,2.23,70.9,40.8,70.5,FOREST,RUNWAY,NET_RECOVERY,52783.39,True,True,FIXED_WING,1.0,VTOL,,,,0.074
4544,INSPECTION,1.73,31.1,5.5,35.1,RURAL,VERTICAL,VERTICAL,26356.52,True,True,MULTIROTOR,0.8,VTOL,,,,0.0791
4545,SURVEY,3.0,-10.0,20.0,60.0,RURAL,VERTICAL,VERTICAL,10000.0,False,False,None,,None,,INVALID_REQUIREMENTS,Target flight time must be greater than 0 minutes. Provided: -10.0 min.,0.009
4546,TRAINING,13.59,20.8,60.7,54.1,DESERT,VERTICAL,VERTICAL,54746.38,True,True,VTOL,0.95,MULTIROTOR,,,,0.0725
4547,SURVEY,2.0,30.0,500.0,60.0,RURAL,VERTICAL,VERTICAL,,True,False,None,,None,Extended range target (500.0 km) approaches maximum battery energy density threshold.,NO_VALID_VEHICLE,No feasible aircraft design solution: Range requirement (500.0 km) exceeds maximum studio envelope limit (450.0 km).,0.0391
4548,DELIVERY,0.86,12.3,2.0,21.6,INDOOR,VERTICAL,VERTICAL,5022.55,True,True,MULTIROTOR,0.8,None,,,,0.0639
4549,TRAINING,1.59,67.2,78.9,70.2,MOUNTAIN,RUNWAY,NET_RECOVERY,40091.87,True,True,FIXED_WING,1.0,VTOL,,,,0.0695
4550,SURVEY,2.0,500.0,20.0,60.0,RURAL,VERTICAL,VERTICAL,,True,False,None,,None,,NO_VALID_VEHICLE,No feasible aircraft design solution: Endurance requirement (500.0 min) exceeds battery/fuel energy storage density limit (450.0 min).,0.0375
4551,SURVEY,18.0,280.0,20.0,60.0,RURAL,VERTICAL,VERTICAL,,True,False,None,,None,,NO_VALID_VEHICLE,No feasible aircraft design solution: Combined heavy payload (18.0 kg) and ultra-long endurance (280.0 min) is physically unachievable.,0.0373
4552,SURVEY,25.0,30.0,250.0,60.0,RURAL,VERTICAL,VERTICAL,,True,False,None,,None,,NO_VALID_VEHICLE,No feasible aircraft design solution: Combined heavy payload (25.0 kg) and extended range (250.0 km) exceeds structural MTOW limit.,0.0377
4553,MAPPING,17.06,82.2,33.5,68.0,DESERT,VERTICAL,VERTICAL,47091.22,True,True,VTOL,0.95,MULTIROTOR,,,,0.0732
4554,DISASTER_RESPONSE,16.68,87.8,35.3,55.6,RURAL,RUNWAY,RUNWAY,72925.44,True,True,FIXED_WING,1.0,VTOL,,,,0.0686
4555,RESEARCH,1.46,109.0,38.7,64.7,FOREST,CATAPULT,PARACHUTE,67551.31,True,True,FIXED_WING,1.0,VTOL,,,,0.1552
4556,SURVEY,2.0,30.0,500.0,60.0,RURAL,VERTICAL,VERTICAL,,True,False,None,,None,Extended range target (500.0 km) approaches maximum battery energy density threshold.,NO_VALID_VEHICLE,No feasible aircraft design solution: Range requirement (500.0 km) exceeds maximum studio envelope limit (450.0 km).,0.0853
4557,SURVEY,25.0,30.0,250.0,60.0,RURAL,VERTICAL,VERTICAL,,True,False,None,,None,,NO_VALID_VEHICLE,No feasible aircraft design solution: Combined heavy payload (25.0 kg) and extended range (250.0 km) exceeds structural MTOW limit.,0.0442
4558,MAPPING,3.36,117.4,39.1,87.3,FOREST,VERTICAL,VERTICAL,78701.29,True,True,VTOL,0.95,MULTIROTOR,,,,0.0945
4559,TRAINING,5.04,57.4,120.8,83.9,MARINE,VERTICAL,VERTICAL,19963.38,True,True,VTOL,0.95,MULTIROTOR,,,,0.0749
4560,AGRICULTURE,0.4,13.0,1.4,19.5,INDOOR,VERTICAL,VERTICAL,56088.52,True,True,MULTIROTOR,0.8,None,,,,0.0692
4561,DELIVERY,21.78,84.6,42.1,77.9,DESERT,RUNWAY,RUNWAY,36739.83,True,True,FIXED_WING,1.0,VTOL,,,,0.0733
4562,MILITARY,0.83,24.6,3.6,14.6,INDOOR,VERTICAL,VERTICAL,45698.49,True,True,MULTIROTOR,0.8,None,,,,0.0816
4563,SURVEY,18.0,280.0,20.0,60.0,RURAL,VERTICAL,VERTICAL,,True,False,None,,None,,NO_VALID_VEHICLE,No feasible aircraft design solution: Combined heavy payload (18.0 kg) and ultra-long endurance (280.0 min) is physically unachievable.,0.0419
4564,MAPPING,8.61,56.8,60.2,48.4,DESERT,RUNWAY,RUNWAY,29355.27,True,True,FIXED_WING,1.0,VTOL,,,,0.0798
4565,MAPPING,1.29,23.8,14.9,40.5,URBAN,VERTICAL,VERTICAL,30722.54,True,True,MULTIROTOR,0.8,VTOL,,,,0.0818
4566,MILITARY,3.76,116.8,80.8,118.6,FOREST,VERTICAL,VERTICAL,54767.27,True,True,VTOL,0.95,MULTIROTOR,,,,0.0782
4567,INSPECTION,1.28,26.1,5.3,46.2,RURAL,VERTICAL,VERTICAL,43993.58,True,True,MULTIROTOR,0.8,VTOL,,,,0.1009
4568,AGRICULTURE,4.79,91.2,54.5,54.0,DESERT,CATAPULT,PARACHUTE,3543.46,True,True,FIXED_WING,1.0,VTOL,,,,0.0855
4569,SECURITY,3.95,28.0,10.3,49.2,RURAL,VERTICAL,VERTICAL,22926.62,True,True,MULTIROTOR,0.8,VTOL,,,,0.0818
4570,TRAINING,6.9,111.4,75.5,102.2,MOUNTAIN,VERTICAL,VERTICAL,66456.6,True,True,VTOL,0.95,MULTIROTOR,,,,0.0975
4571,RESEARCH,1.1,16.5,0.5,17.6,INDOOR,VERTICAL,VERTICAL,63008.96,True,True,MULTIROTOR,0.8,None,,,,0.0895
4572,MILITARY,12.34,54.4,54.8,41.9,RURAL,RUNWAY,VERTICAL,14211.14,True,True,VTOL,0.8,MULTIROTOR,,,,0.0795
4573,SURVEY,25.0,30.0,250.0,60.0,RURAL,VERTICAL,VERTICAL,,True,False,None,,None,,NO_VALID_VEHICLE,No feasible aircraft design solution: Combined heavy payload (25.0 kg) and extended range (250.0 km) exceeds structural MTOW limit.,0.0413
4574,SURVEY,3.0,30.0,-5.0,60.0,RURAL,VERTICAL,VERTICAL,10000.0,False,False,None,,None,,INVALID_REQUIREMENTS,Target range must be greater than 0 km. Provided: -5.0 km.,0.0115
4575,SURVEY,2.0,30.0,20.0,350.0,RURAL,VERTICAL,VERTICAL,,True,False,None,,None,,NO_VALID_VEHICLE,No feasible aircraft design solution: Cruise speed requirement (350.0 km/h) exceeds platform dynamic limit (300.0 km/h).,0.0702
4576,SURVEY,3.0,30.0,20.0,0.0,RURAL,VERTICAL,VERTICAL,10000.0,False,False,None,,None,,INVALID_REQUIREMENTS,Cruise speed must be greater than 0 km/h. Provided: 0.0 km/h.,0.0104
4577,MAPPING,2.8,18.1,13.9,21.2,URBAN,VERTICAL,VERTICAL,61170.95,True,True,MULTIROTOR,0.8,VTOL,,,,0.0913
4578,SURVEY,45.0,30.0,20.0,60.0,RURAL,VERTICAL,VERTICAL,,True,False,None,,None,High payload mass (45.0 kg) requires specialized heavy-lift structural airframe.,NO_VALID_VEHICLE,No feasible aircraft design solution: Payload requirement (45.0 kg) exceeds maximum studio envelope limit (35.0 kg).,0.0445
4579,DELIVERY,7.28,106.9,115.4,60.0,FOREST,VERTICAL,VERTICAL,40617.52,True,True,VTOL,0.95,MULTIROTOR,,,,0.1793
4580,SECURITY,2.2,11.7,11.6,27.7,URBAN,VERTICAL,VERTICAL,18751.17,True,True,MULTIROTOR,0.8,VTOL,,,,0.0879
4581,MAPPING,2.73,76.3,58.9,73.5,MOUNTAIN,CATAPULT,RUNWAY,47675.41,True,True,FIXED_WING,1.0,VTOL,,,,0.2141
4582,MAPPING,1.33,18.8,2.2,19.6,INDOOR,VERTICAL,VERTICAL,50017.73,True,True,MULTIROTOR,0.8,None,,,,0.103
4583,MILITARY,2.22,25.3,12.7,49.9,URBAN,VERTICAL,VERTICAL,54873.8,True,True,MULTIROTOR,0.8,VTOL,,,,0.0806
