CASE_ID,CASE_CATEGORY,MISSION_TYPE,PAYLOAD_KG,RANGE_KM,ENDURANCE_MIN,CRUISE_SPEED_KMH,HOVER_REQUIRED,VTOL_REQUIRED,RUNWAY_AVAILABLE,CONFINED_OPERATION,ENVIRONMENT,OPTIMIZATION_PRIORITY,EXPECTED_FAMILY,RAW_SELECTOR_OUTPUT,NORMALIZED_FAMILY_OUTPUT,SELECTED_SCORE,CONFIDENCE,ALTERNATIVE_CANDIDATES,REASONING_PROS,PENALTIES_CONS,VALIDATION_RESULT,FINAL_TEST_CLASSIFICATION,MANUAL_REVIEW,MANUAL_EXPECTED_FAMILY,MANUAL_PASS_FAIL,REVIEWER_COMMENT
CASE_MR_001,DETERMINISTIC,INSPECTION,0.1,1.0,10.0,40.0,True,True,False,True,URBAN,BALANCED,MULTIROTOR,QUADCOPTER,MULTIROTOR,0.8,0.9,HEXACOPTER:0.8; OCTOCOPTER:0.6; VTOL:0.55; FIXED_WING:0.0,Vertical takeoff and precision hover capability | Low mechanical and electronic complexity | Low baseline system cost,,VALID,PASS,,,,
CASE_VTOL_140,DETERMINISTIC,SURVEY,10.0,150.0,150.0,119.0,False,True,False,True,MOUNTAIN,BALANCED,VTOL,VTOL,VTOL,0.95,0.9,HEXACOPTER:0.55; FIXED_WING:0.3; OCTOCOPTER:0.25; QUADCOPTER:0.0,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,,VALID,PASS,,,,
CASE_VTOL_141,DETERMINISTIC,DISASTER_RESPONSE,0.5,30.0,150.0,85.0,False,True,False,True,FOREST,BALANCED,VTOL,VTOL,VTOL,0.95,0.9,HEXACOPTER:0.8; OCTOCOPTER:0.6; FIXED_WING:0.3; QUADCOPTER:0.3,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,,VALID,PASS,,,,
CASE_VTOL_142,DETERMINISTIC,DELIVERY,1.0,30.0,180.0,86.0,False,True,False,True,MOUNTAIN,BALANCED,VTOL,VTOL,VTOL,0.95,0.9,HEXACOPTER:0.8; OCTOCOPTER:0.6; FIXED_WING:0.3; QUADCOPTER:0.3,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,,VALID,PASS,,,,
CASE_VTOL_143,DETERMINISTIC,SECURITY,2.0,45.0,180.0,87.0,False,True,False,True,FOREST,BALANCED,VTOL,VTOL,VTOL,0.95,0.9,HEXACOPTER:0.55; FIXED_WING:0.3; OCTOCOPTER:0.25; QUADCOPTER:0.1,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,,VALID,PASS,,,,
CASE_VTOL_144,DETERMINISTIC,MAPPING,3.0,45.0,180.0,88.0,False,True,False,True,MOUNTAIN,BALANCED,VTOL,VTOL,VTOL,0.95,0.9,HEXACOPTER:0.55; FIXED_WING:0.3; OCTOCOPTER:0.25; QUADCOPTER:0.1,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,,VALID,PASS,,,,
CASE_VTOL_145,DETERMINISTIC,SURVEY,5.0,60.0,45.0,89.0,False,True,False,True,FOREST,BALANCED,VTOL,VTOL,VTOL,0.95,0.9,HEXACOPTER:0.55; QUADCOPTER:0.4; OCTOCOPTER:0.25; FIXED_WING:0.15,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,,VALID,PASS,,,,
CASE_VTOL_146,DETERMINISTIC,DISASTER_RESPONSE,8.0,60.0,45.0,90.0,False,True,False,True,MOUNTAIN,BALANCED,VTOL,VTOL,VTOL,0.95,0.9,HEXACOPTER:0.55; OCTOCOPTER:0.25; FIXED_WING:0.15; QUADCOPTER:0.15,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,,VALID,PASS,,,,
CASE_VTOL_147,DETERMINISTIC,DELIVERY,10.0,80.0,45.0,91.0,False,True,False,True,FOREST,BALANCED,VTOL,VTOL,VTOL,0.95,0.9,HEXACOPTER:0.55; OCTOCOPTER:0.25; FIXED_WING:0.15; QUADCOPTER:0.15,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,,VALID,PASS,,,,
CASE_VTOL_148,DETERMINISTIC,SECURITY,0.5,80.0,60.0,92.0,False,True,False,True,MOUNTAIN,BALANCED,VTOL,VTOL,VTOL,0.95,0.9,HEXACOPTER:0.45; FIXED_WING:0.3; OCTOCOPTER:0.25; QUADCOPTER:0.1,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,,VALID,PASS,,,,
CASE_VTOL_149,DETERMINISTIC,MAPPING,1.0,100.0,60.0,93.0,False,True,False,True,FOREST,BALANCED,VTOL,VTOL,VTOL,0.95,0.9,HEXACOPTER:0.45; FIXED_WING:0.3; OCTOCOPTER:0.25; QUADCOPTER:0.1,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,,VALID,PASS,,,,
CASE_VTOL_150,DETERMINISTIC,SURVEY,2.0,100.0,60.0,94.0,False,True,False,True,MOUNTAIN,BALANCED,VTOL,VTOL,VTOL,0.95,0.9,HEXACOPTER:0.55; FIXED_WING:0.3; OCTOCOPTER:0.25; QUADCOPTER:0.1,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,,VALID,PASS,,,,
CASE_BND_RNG_01,DETERMINISTIC,SURVEY,2.0,5.0,45.0,75.0,False,True,False,False,RURAL,BALANCED,MULTIROTOR,HEXACOPTER,MULTIROTOR,0.9,0.9,QUADCOPTER:0.8; OCTOCOPTER:0.6; VTOL:0.55; FIXED_WING:0.0,Single motor failure redundancy | Good payload capacity (2-10 kg) | Precision vertical hover | Optimal payload mass match (2-10 kg).,,VALID,PASS,,,,
CASE_BND_RNG_02,DETERMINISTIC,SURVEY,2.0,10.0,45.0,75.0,False,True,False,False,RURAL,BALANCED,MULTIROTOR,HEXACOPTER,MULTIROTOR,0.9,0.9,QUADCOPTER:0.8; VTOL:0.8; OCTOCOPTER:0.6; FIXED_WING:0.0,Single motor failure redundancy | Good payload capacity (2-10 kg) | Precision vertical hover | Optimal payload mass match (2-10 kg).,,VALID,PASS,,,,
CASE_BND_RNG_03,BOUNDARY,SURVEY,2.0,15.0,45.0,75.0,False,True,False,False,RURAL,BALANCED,BOUNDARY,HEXACOPTER,MULTIROTOR,0.9,0.9,QUADCOPTER:0.8; VTOL:0.8; OCTOCOPTER:0.6; FIXED_WING:0.0,Single motor failure redundancy | Good payload capacity (2-10 kg) | Precision vertical hover | Optimal payload mass match (2-10 kg).,,VALID,QUESTIONABLE,,,,
CASE_BND_RNG_04,BOUNDARY,SURVEY,2.0,20.0,45.0,75.0,False,True,False,False,RURAL,BALANCED,BOUNDARY,HEXACOPTER,MULTIROTOR,0.9,0.9,VTOL:0.8; QUADCOPTER:0.6; OCTOCOPTER:0.6; FIXED_WING:0.0,Single motor failure redundancy | Good payload capacity (2-10 kg) | Precision vertical hover | Optimal payload mass match (2-10 kg).,,VALID,QUESTIONABLE,,,,
CASE_BND_RNG_05,BOUNDARY,SURVEY,2.0,25.0,45.0,75.0,False,True,False,False,RURAL,BALANCED,BOUNDARY,HEXACOPTER,MULTIROTOR,0.9,0.9,VTOL:0.8; QUADCOPTER:0.6; OCTOCOPTER:0.6; FIXED_WING:0.0,Single motor failure redundancy | Good payload capacity (2-10 kg) | Precision vertical hover | Optimal payload mass match (2-10 kg).,,VALID,QUESTIONABLE,,,,
CASE_BND_RNG_06,BOUNDARY,SURVEY,2.0,28.0,45.0,75.0,False,True,False,False,RURAL,BALANCED,BOUNDARY,HEXACOPTER,MULTIROTOR,0.9,0.9,VTOL:0.8; QUADCOPTER:0.6; OCTOCOPTER:0.6; FIXED_WING:0.0,Single motor failure redundancy | Good payload capacity (2-10 kg) | Precision vertical hover | Optimal payload mass match (2-10 kg).,,VALID,QUESTIONABLE,,,,
CASE_BND_RNG_07,DETERMINISTIC,SURVEY,2.0,30.0,45.0,75.0,False,True,False,False,RURAL,BALANCED,VTOL,VTOL,VTOL,0.95,0.9,HEXACOPTER:0.9; QUADCOPTER:0.6; OCTOCOPTER:0.6; FIXED_WING:0.15,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,,VALID,PASS,,,,
CASE_BND_RNG_08,DETERMINISTIC,SURVEY,2.0,32.0,45.0,75.0,False,True,False,False,RURAL,BALANCED,VTOL,VTOL,VTOL,0.95,0.9,HEXACOPTER:0.9; QUADCOPTER:0.4; OCTOCOPTER:0.25; FIXED_WING:0.15,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,,VALID,PASS,,,,
CASE_BND_RNG_09,DETERMINISTIC,SURVEY,2.0,35.0,45.0,75.0,False,True,False,False,RURAL,BALANCED,VTOL,VTOL,VTOL,0.95,0.9,HEXACOPTER:0.9; QUADCOPTER:0.4; OCTOCOPTER:0.25; FIXED_WING:0.15,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,,VALID,PASS,,,,
CASE_BND_RNG_10,DETERMINISTIC,SURVEY,2.0,40.0,45.0,75.0,False,True,False,False,RURAL,BALANCED,VTOL,VTOL,VTOL,0.95,0.9,HEXACOPTER:0.9; QUADCOPTER:0.4; OCTOCOPTER:0.25; FIXED_WING:0.15,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,,VALID,PASS,,,,
CASE_BND_RNG_11,DETERMINISTIC,SURVEY,2.0,45.0,45.0,75.0,False,True,False,False,RURAL,BALANCED,VTOL,VTOL,VTOL,0.95,0.9,HEXACOPTER:0.55; QUADCOPTER:0.4; OCTOCOPTER:0.25; FIXED_WING:0.15,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,,VALID,PASS,,,,
CASE_BND_PAY_01,BOUNDARY,DELIVERY,1.0,8.0,25.0,50.0,False,True,False,False,URBAN,BALANCED,MULTIROTOR,QUADCOPTER,MULTIROTOR,0.8,0.9,HEXACOPTER:0.8; OCTOCOPTER:0.6; VTOL:0.55; FIXED_WING:0.0,Vertical takeoff and precision hover capability | Low mechanical and electronic complexity | Low baseline system cost,,VALID,QUESTIONABLE,,,,
CASE_BND_PAY_02,BOUNDARY,DELIVERY,3.0,8.0,25.0,50.0,False,True,False,False,URBAN,BALANCED,MULTIROTOR,HEXACOPTER,MULTIROTOR,0.9,0.9,QUADCOPTER:0.8; OCTOCOPTER:0.6; VTOL:0.55; FIXED_WING:0.0,Single motor failure redundancy | Good payload capacity (2-10 kg) | Precision vertical hover | Optimal payload mass match (2-10 kg).,,VALID,QUESTIONABLE,,,,
CASE_BND_PAY_03,BOUNDARY,DELIVERY,5.0,8.0,25.0,50.0,False,True,False,False,URBAN,BALANCED,MULTIROTOR,HEXACOPTER,MULTIROTOR,0.9,0.9,QUADCOPTER:0.8; OCTOCOPTER:0.6; VTOL:0.55; FIXED_WING:0.0,Single motor failure redundancy | Good payload capacity (2-10 kg) | Precision vertical hover | Optimal payload mass match (2-10 kg).,,VALID,QUESTIONABLE,,,,
CASE_BND_PAY_04,BOUNDARY,DELIVERY,7.0,8.0,25.0,50.0,False,True,False,False,URBAN,BALANCED,MULTIROTOR,HEXACOPTER,MULTIROTOR,0.9,0.9,OCTOCOPTER:0.6; QUADCOPTER:0.55; VTOL:0.55; FIXED_WING:0.0,Single motor failure redundancy | Good payload capacity (2-10 kg) | Precision vertical hover | Optimal payload mass match (2-10 kg).,,VALID,QUESTIONABLE,,,,
CASE_BND_PAY_05,BOUNDARY,DELIVERY,9.0,8.0,25.0,50.0,False,True,False,False,URBAN,BALANCED,MULTIROTOR,HEXACOPTER,MULTIROTOR,0.9,0.9,OCTOCOPTER:0.6; QUADCOPTER:0.55; VTOL:0.55; FIXED_WING:0.0,Single motor failure redundancy | Good payload capacity (2-10 kg) | Precision vertical hover | Optimal payload mass match (2-10 kg).,,VALID,QUESTIONABLE,,,,
CASE_BND_PAY_06,BOUNDARY,DELIVERY,10.0,8.0,25.0,50.0,False,True,False,False,URBAN,BALANCED,MULTIROTOR,HEXACOPTER,MULTIROTOR,0.9,0.9,OCTOCOPTER:0.6; QUADCOPTER:0.55; VTOL:0.55; FIXED_WING:0.0,Single motor failure redundancy | Good payload capacity (2-10 kg) | Precision vertical hover | Optimal payload mass match (2-10 kg).,,VALID,QUESTIONABLE,,,,
CASE_BND_PAY_07,BOUNDARY,DELIVERY,11.0,8.0,25.0,50.0,False,True,False,False,URBAN,BALANCED,MULTIROTOR,OCTOCOPTER,MULTIROTOR,0.9,0.88,HEXACOPTER:0.8; QUADCOPTER:0.55; VTOL:0.55; FIXED_WING:0.0,High payload capacity (> 10 kg) | Dual motor failure redundancy | High structural stability | Excellent heavy payload handling.,,VALID,QUESTIONABLE,,,,
CASE_BND_PAY_08,BOUNDARY,DELIVERY,13.0,8.0,25.0,50.0,False,True,False,False,URBAN,BALANCED,MULTIROTOR,OCTOCOPTER,MULTIROTOR,0.9,0.88,HEXACOPTER:0.8; QUADCOPTER:0.55; VTOL:0.55; FIXED_WING:0.0,High payload capacity (> 10 kg) | Dual motor failure redundancy | High structural stability | Excellent heavy payload handling.,,VALID,QUESTIONABLE,,,,
CASE_BND_PAY_09,BOUNDARY,DELIVERY,15.0,8.0,25.0,50.0,False,True,False,False,URBAN,BALANCED,MULTIROTOR,OCTOCOPTER,MULTIROTOR,0.9,0.88,HEXACOPTER:0.8; QUADCOPTER:0.55; VTOL:0.55; FIXED_WING:0.0,High payload capacity (> 10 kg) | Dual motor failure redundancy | High structural stability | Excellent heavy payload handling.,,VALID,QUESTIONABLE,,,,
CASE_BND_AMB_01,AMBIGUOUS,INSPECTION,1.5,18.0,30.0,60.0,False,True,False,False,URBAN,BALANCED,AMBIGUOUS,HEXACOPTER,MULTIROTOR,0.8,0.9,VTOL:0.8; QUADCOPTER:0.6; OCTOCOPTER:0.6; FIXED_WING:0.0,Single motor failure redundancy | Good payload capacity (2-10 kg) | Precision vertical hover,,VALID,QUESTIONABLE,,,,
CASE_BND_AMB_02,AMBIGUOUS,INSPECTION,1.5,18.5,31.0,60.0,False,True,False,False,URBAN,BALANCED,AMBIGUOUS,HEXACOPTER,MULTIROTOR,0.8,0.9,VTOL:0.8; QUADCOPTER:0.6; OCTOCOPTER:0.6; FIXED_WING:0.0,Single motor failure redundancy | Good payload capacity (2-10 kg) | Precision vertical hover,,VALID,QUESTIONABLE,,,,
CASE_BND_AMB_03,AMBIGUOUS,INSPECTION,1.5,19.0,32.0,60.0,False,True,False,False,URBAN,BALANCED,AMBIGUOUS,HEXACOPTER,MULTIROTOR,0.8,0.9,VTOL:0.8; QUADCOPTER:0.6; OCTOCOPTER:0.6; FIXED_WING:0.0,Single motor failure redundancy | Good payload capacity (2-10 kg) | Precision vertical hover,,VALID,QUESTIONABLE,,,,
CASE_BND_AMB_04,AMBIGUOUS,INSPECTION,1.5,19.5,33.0,60.0,False,True,False,False,URBAN,BALANCED,AMBIGUOUS,HEXACOPTER,MULTIROTOR,0.8,0.9,VTOL:0.8; QUADCOPTER:0.6; OCTOCOPTER:0.6; FIXED_WING:0.0,Single motor failure redundancy | Good payload capacity (2-10 kg) | Precision vertical hover,,VALID,QUESTIONABLE,,,,
CASE_BND_AMB_05,AMBIGUOUS,INSPECTION,1.5,20.0,34.0,60.0,False,True,False,False,URBAN,BALANCED,AMBIGUOUS,HEXACOPTER,MULTIROTOR,0.8,0.9,VTOL:0.8; QUADCOPTER:0.6; OCTOCOPTER:0.6; FIXED_WING:0.0,Single motor failure redundancy | Good payload capacity (2-10 kg) | Precision vertical hover,,VALID,QUESTIONABLE,,,,
CASE_BND_AMB_06,AMBIGUOUS,INSPECTION,1.5,20.5,35.0,60.0,False,True,False,False,URBAN,BALANCED,AMBIGUOUS,HEXACOPTER,MULTIROTOR,0.8,0.9,VTOL:0.8; QUADCOPTER:0.6; OCTOCOPTER:0.6; FIXED_WING:0.0,Single motor failure redundancy | Good payload capacity (2-10 kg) | Precision vertical hover,,VALID,QUESTIONABLE,,,,
CASE_BND_AMB_07,AMBIGUOUS,INSPECTION,1.5,21.0,36.0,60.0,False,True,False,False,URBAN,BALANCED,AMBIGUOUS,HEXACOPTER,MULTIROTOR,0.8,0.9,VTOL:0.8; QUADCOPTER:0.6; OCTOCOPTER:0.6; FIXED_WING:0.0,Single motor failure redundancy | Good payload capacity (2-10 kg) | Precision vertical hover,,VALID,QUESTIONABLE,,,,
CASE_BND_AMB_08,AMBIGUOUS,INSPECTION,1.5,21.5,37.0,60.0,False,True,False,False,URBAN,BALANCED,AMBIGUOUS,HEXACOPTER,MULTIROTOR,0.8,0.9,VTOL:0.8; QUADCOPTER:0.6; OCTOCOPTER:0.6; FIXED_WING:0.0,Single motor failure redundancy | Good payload capacity (2-10 kg) | Precision vertical hover,,VALID,QUESTIONABLE,,,,
CASE_BND_AMB_09,AMBIGUOUS,INSPECTION,1.5,22.0,38.0,60.0,False,True,False,False,URBAN,BALANCED,AMBIGUOUS,HEXACOPTER,MULTIROTOR,0.8,0.9,VTOL:0.8; QUADCOPTER:0.6; OCTOCOPTER:0.6; FIXED_WING:0.0,Single motor failure redundancy | Good payload capacity (2-10 kg) | Precision vertical hover,,VALID,QUESTIONABLE,,,,
CASE_BND_AMB_10,AMBIGUOUS,INSPECTION,1.5,22.5,39.0,60.0,False,True,False,False,URBAN,BALANCED,AMBIGUOUS,HEXACOPTER,MULTIROTOR,0.8,0.9,VTOL:0.8; QUADCOPTER:0.6; OCTOCOPTER:0.6; FIXED_WING:0.0,Single motor failure redundancy | Good payload capacity (2-10 kg) | Precision vertical hover,,VALID,QUESTIONABLE,,,,
CASE_BND_AMB_11,AMBIGUOUS,INSPECTION,1.5,23.0,40.0,60.0,False,True,False,False,URBAN,BALANCED,AMBIGUOUS,HEXACOPTER,MULTIROTOR,0.8,0.9,VTOL:0.8; QUADCOPTER:0.6; OCTOCOPTER:0.6; FIXED_WING:0.0,Single motor failure redundancy | Good payload capacity (2-10 kg) | Precision vertical hover,,VALID,QUESTIONABLE,,,,
CASE_BND_AMB_12,AMBIGUOUS,INSPECTION,1.5,23.5,41.0,60.0,False,True,False,False,URBAN,BALANCED,AMBIGUOUS,HEXACOPTER,MULTIROTOR,0.8,0.9,VTOL:0.8; QUADCOPTER:0.6; OCTOCOPTER:0.6; FIXED_WING:0.0,Single motor failure redundancy | Good payload capacity (2-10 kg) | Precision vertical hover,,VALID,QUESTIONABLE,,,,
CASE_BND_AMB_13,AMBIGUOUS,INSPECTION,1.5,24.0,42.0,60.0,False,True,False,False,URBAN,BALANCED,AMBIGUOUS,HEXACOPTER,MULTIROTOR,0.8,0.9,VTOL:0.8; QUADCOPTER:0.6; OCTOCOPTER:0.6; FIXED_WING:0.0,Single motor failure redundancy | Good payload capacity (2-10 kg) | Precision vertical hover,,VALID,QUESTIONABLE,,,,
CASE_BND_AMB_14,AMBIGUOUS,INSPECTION,1.5,24.5,43.0,60.0,False,True,False,False,URBAN,BALANCED,AMBIGUOUS,HEXACOPTER,MULTIROTOR,0.8,0.9,VTOL:0.8; QUADCOPTER:0.6; OCTOCOPTER:0.6; FIXED_WING:0.0,Single motor failure redundancy | Good payload capacity (2-10 kg) | Precision vertical hover,,VALID,QUESTIONABLE,,,,
CASE_BND_AMB_15,AMBIGUOUS,INSPECTION,1.5,25.0,44.0,60.0,False,True,False,False,URBAN,BALANCED,AMBIGUOUS,HEXACOPTER,MULTIROTOR,0.8,0.9,VTOL:0.8; QUADCOPTER:0.6; OCTOCOPTER:0.6; FIXED_WING:0.0,Single motor failure redundancy | Good payload capacity (2-10 kg) | Precision vertical hover,,VALID,QUESTIONABLE,,,,
CASE_BND_AMB_16,AMBIGUOUS,INSPECTION,1.5,25.5,45.0,60.0,False,True,False,False,URBAN,BALANCED,AMBIGUOUS,HEXACOPTER,MULTIROTOR,0.8,0.9,VTOL:0.8; QUADCOPTER:0.6; OCTOCOPTER:0.6; FIXED_WING:0.0,Single motor failure redundancy | Good payload capacity (2-10 kg) | Precision vertical hover,,VALID,QUESTIONABLE,,,,
CASE_BND_AMB_17,AMBIGUOUS,INSPECTION,1.5,26.0,46.0,60.0,False,True,False,False,URBAN,BALANCED,AMBIGUOUS,HEXACOPTER,MULTIROTOR,0.8,0.9,VTOL:0.8; OCTOCOPTER:0.6; QUADCOPTER:0.3; FIXED_WING:0.0,Single motor failure redundancy | Good payload capacity (2-10 kg) | Precision vertical hover,,VALID,QUESTIONABLE,,,,
CASE_BND_AMB_18,AMBIGUOUS,INSPECTION,1.5,26.5,47.0,60.0,False,True,False,False,URBAN,BALANCED,AMBIGUOUS,HEXACOPTER,MULTIROTOR,0.8,0.9,VTOL:0.8; OCTOCOPTER:0.6; QUADCOPTER:0.3; FIXED_WING:0.0,Single motor failure redundancy | Good payload capacity (2-10 kg) | Precision vertical hover,,VALID,QUESTIONABLE,,,,
CASE_BND_AMB_19,AMBIGUOUS,INSPECTION,1.5,27.0,48.0,60.0,False,True,False,False,URBAN,BALANCED,AMBIGUOUS,HEXACOPTER,MULTIROTOR,0.8,0.9,VTOL:0.8; OCTOCOPTER:0.6; QUADCOPTER:0.3; FIXED_WING:0.0,Single motor failure redundancy | Good payload capacity (2-10 kg) | Precision vertical hover,,VALID,QUESTIONABLE,,,,
CASE_BND_AMB_20,AMBIGUOUS,INSPECTION,1.5,27.5,49.0,60.0,False,True,False,False,URBAN,BALANCED,AMBIGUOUS,HEXACOPTER,MULTIROTOR,0.8,0.9,VTOL:0.8; OCTOCOPTER:0.6; QUADCOPTER:0.3; FIXED_WING:0.0,Single motor failure redundancy | Good payload capacity (2-10 kg) | Precision vertical hover,,VALID,QUESTIONABLE,,,,
CASE_BND_AMB_21,AMBIGUOUS,INSPECTION,1.5,28.0,50.0,60.0,False,True,False,False,URBAN,BALANCED,AMBIGUOUS,HEXACOPTER,MULTIROTOR,0.8,0.9,VTOL:0.8; OCTOCOPTER:0.6; QUADCOPTER:0.3; FIXED_WING:0.0,Single motor failure redundancy | Good payload capacity (2-10 kg) | Precision vertical hover,,VALID,QUESTIONABLE,,,,
CASE_BND_AMB_22,AMBIGUOUS,INSPECTION,1.5,28.5,51.0,60.0,False,True,False,False,URBAN,BALANCED,AMBIGUOUS,HEXACOPTER,MULTIROTOR,0.8,0.9,VTOL:0.8; OCTOCOPTER:0.6; QUADCOPTER:0.3; FIXED_WING:0.0,Single motor failure redundancy | Good payload capacity (2-10 kg) | Precision vertical hover,,VALID,QUESTIONABLE,,,,
CASE_BND_AMB_23,AMBIGUOUS,INSPECTION,1.5,29.0,52.0,60.0,False,True,False,False,URBAN,BALANCED,AMBIGUOUS,HEXACOPTER,MULTIROTOR,0.8,0.9,VTOL:0.8; OCTOCOPTER:0.6; QUADCOPTER:0.3; FIXED_WING:0.0,Single motor failure redundancy | Good payload capacity (2-10 kg) | Precision vertical hover,,VALID,QUESTIONABLE,,,,
CASE_BND_AMB_24,AMBIGUOUS,INSPECTION,1.5,29.5,53.0,60.0,False,True,False,False,URBAN,BALANCED,AMBIGUOUS,HEXACOPTER,MULTIROTOR,0.8,0.9,VTOL:0.8; OCTOCOPTER:0.6; QUADCOPTER:0.3; FIXED_WING:0.0,Single motor failure redundancy | Good payload capacity (2-10 kg) | Precision vertical hover,,VALID,QUESTIONABLE,,,,
CASE_BND_AMB_25,AMBIGUOUS,INSPECTION,1.5,30.0,54.0,60.0,False,True,False,False,URBAN,BALANCED,AMBIGUOUS,VTOL,VTOL,0.95,0.9,HEXACOPTER:0.8; OCTOCOPTER:0.6; QUADCOPTER:0.3; FIXED_WING:0.15,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,,VALID,QUESTIONABLE,,,,
CASE_BND_AMB_26,AMBIGUOUS,INSPECTION,1.5,30.5,55.0,60.0,False,True,False,False,URBAN,BALANCED,AMBIGUOUS,VTOL,VTOL,0.95,0.9,HEXACOPTER:0.8; OCTOCOPTER:0.25; FIXED_WING:0.15; QUADCOPTER:0.1,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,,VALID,QUESTIONABLE,,,,
CASE_BND_AMB_27,AMBIGUOUS,INSPECTION,1.5,31.0,56.0,60.0,False,True,False,False,URBAN,BALANCED,AMBIGUOUS,VTOL,VTOL,0.95,0.9,HEXACOPTER:0.8; OCTOCOPTER:0.25; FIXED_WING:0.15; QUADCOPTER:0.1,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,,VALID,QUESTIONABLE,,,,
CASE_BND_AMB_28,AMBIGUOUS,INSPECTION,1.5,31.5,57.0,60.0,False,True,False,False,URBAN,BALANCED,AMBIGUOUS,VTOL,VTOL,0.95,0.9,HEXACOPTER:0.8; OCTOCOPTER:0.25; FIXED_WING:0.15; QUADCOPTER:0.1,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,,VALID,QUESTIONABLE,,,,
CASE_BND_AMB_29,AMBIGUOUS,INSPECTION,1.5,32.0,58.0,60.0,False,True,False,False,URBAN,BALANCED,AMBIGUOUS,VTOL,VTOL,0.95,0.9,HEXACOPTER:0.8; OCTOCOPTER:0.25; FIXED_WING:0.15; QUADCOPTER:0.1,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,,VALID,QUESTIONABLE,,,,
CASE_BND_AMB_30,AMBIGUOUS,INSPECTION,1.5,32.5,59.0,60.0,False,True,False,False,URBAN,BALANCED,AMBIGUOUS,VTOL,VTOL,0.95,0.9,HEXACOPTER:0.8; OCTOCOPTER:0.25; FIXED_WING:0.15; QUADCOPTER:0.1,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,,VALID,QUESTIONABLE,,,,
CASE_CNF_001,CONFLICTING,SECURITY,2.0,100.0,90.0,90.0,True,True,False,False,URBAN,BALANCED,AMBIGUOUS,VTOL,VTOL,0.95,0.9,HEXACOPTER:0.55; FIXED_WING:0.3; OCTOCOPTER:0.25; QUADCOPTER:0.1,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,,VALID,QUESTIONABLE,,,,
CASE_CNF_002,CONFLICTING,SECURITY,15.0,30.0,180.0,90.0,True,True,False,False,URBAN,BALANCED,AMBIGUOUS,VTOL,VTOL,0.95,0.9,OCTOCOPTER:0.9; HEXACOPTER:0.8; FIXED_WING:0.3; QUADCOPTER:0.05,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,,VALID,QUESTIONABLE,,,,
