case_id,case_category,mission_type,payload_kg,range_km,endurance_min,cruise_speed_kmh,hover_required,vtol_required,runway_available,confined_operation,environment,expected_family,old_raw_output,old_normalized_family,new_status,new_selected_family,MULTIROTOR_score,FIXED_WING_score,VTOL_score,eligible_families,eliminated_families,confidence,reasoning,automatic_result,MANUAL_REVIEW,MANUAL_EXPECTED_FAMILY,MANUAL_PASS_FAIL,REVIEWER_COMMENT
CASE_CNF_011,CONFLICTING,SECURITY,2.0,100.0,90.0,90.0,True,True,False,False,URBAN,AMBIGUOUS,AMBIGUOUS,AMBIGUOUS,SELECTED,VTOL,0.1,0.0,0.95,MULTIROTOR; VTOL,"FIXED_WING:Conventional fixed-wing aircraft cannot perform vertical takeoff, vertical landing, or sustained hover.",0.95,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,QUESTIONABLE,,,,
CASE_CNF_012,CONFLICTING,SECURITY,15.0,30.0,180.0,90.0,True,True,False,False,URBAN,AMBIGUOUS,AMBIGUOUS,AMBIGUOUS,SELECTED,VTOL,0.05,0.0,0.95,MULTIROTOR; VTOL,"FIXED_WING:Conventional fixed-wing aircraft cannot perform vertical takeoff, vertical landing, or sustained hover.",0.95,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,QUESTIONABLE,,,,
CASE_CNF_013,CONFLICTING,SECURITY,1.0,20.0,30.0,90.0,True,True,False,False,URBAN,AMBIGUOUS,AMBIGUOUS,AMBIGUOUS,SELECTED,VTOL,0.6,0.0,0.7,MULTIROTOR; VTOL,"FIXED_WING:Conventional fixed-wing aircraft cannot perform vertical takeoff, vertical landing, or sustained hover.",0.6,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance,QUESTIONABLE,,,,
CASE_CNF_014,CONFLICTING,SECURITY,3.0,120.0,120.0,90.0,False,False,False,False,RURAL,AMBIGUOUS,AMBIGUOUS,AMBIGUOUS,SELECTED,FIXED_WING,0.0,1.0,0.8,FIXED_WING; VTOL,MULTIROTOR:Multirotor aerodynamic drag severely limits operational range beyond 100 km.,0.9,High aerodynamic lift-to-drag efficiency | Exceptional range capability | High cruise endurance | Wing-borne aerodynamic flight highly efficient for non-vertical launch. | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,QUESTIONABLE,,,,
CASE_CNF_015,CONFLICTING,SECURITY,0.1,2.0,15.0,90.0,False,False,False,False,RURAL,AMBIGUOUS,AMBIGUOUS,AMBIGUOUS,SELECTED,FIXED_WING,0.8,0.85,0.0,FIXED_WING; MULTIROTOR,VTOL:Hybrid VTOL hardware complexity is unnecessary for non-vertical short-range missions.,0.55,High aerodynamic lift-to-drag efficiency | Exceptional range capability | High cruise endurance | Wing-borne aerodynamic flight highly efficient for non-vertical launch.,QUESTIONABLE,,,,
CASE_CNF_016,CONFLICTING,SECURITY,2.0,100.0,90.0,90.0,True,True,False,False,URBAN,AMBIGUOUS,AMBIGUOUS,AMBIGUOUS,SELECTED,VTOL,0.1,0.0,0.95,MULTIROTOR; VTOL,"FIXED_WING:Conventional fixed-wing aircraft cannot perform vertical takeoff, vertical landing, or sustained hover.",0.95,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,QUESTIONABLE,,,,
CASE_CNF_017,CONFLICTING,SECURITY,15.0,30.0,180.0,90.0,True,True,False,False,URBAN,AMBIGUOUS,AMBIGUOUS,AMBIGUOUS,SELECTED,VTOL,0.05,0.0,0.95,MULTIROTOR; VTOL,"FIXED_WING:Conventional fixed-wing aircraft cannot perform vertical takeoff, vertical landing, or sustained hover.",0.95,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,QUESTIONABLE,,,,
CASE_CNF_018,CONFLICTING,SECURITY,1.0,20.0,30.0,90.0,True,True,False,False,URBAN,AMBIGUOUS,AMBIGUOUS,AMBIGUOUS,SELECTED,VTOL,0.6,0.0,0.7,MULTIROTOR; VTOL,"FIXED_WING:Conventional fixed-wing aircraft cannot perform vertical takeoff, vertical landing, or sustained hover.",0.6,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance,QUESTIONABLE,,,,
CASE_CNF_019,CONFLICTING,SECURITY,3.0,120.0,120.0,90.0,False,False,False,False,RURAL,AMBIGUOUS,AMBIGUOUS,AMBIGUOUS,SELECTED,FIXED_WING,0.0,1.0,0.8,FIXED_WING; VTOL,MULTIROTOR:Multirotor aerodynamic drag severely limits operational range beyond 100 km.,0.9,High aerodynamic lift-to-drag efficiency | Exceptional range capability | High cruise endurance | Wing-borne aerodynamic flight highly efficient for non-vertical launch. | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,QUESTIONABLE,,,,
CASE_CNF_020,CONFLICTING,SECURITY,0.1,2.0,15.0,90.0,False,False,False,False,RURAL,AMBIGUOUS,AMBIGUOUS,AMBIGUOUS,SELECTED,FIXED_WING,0.8,0.85,0.0,FIXED_WING; MULTIROTOR,VTOL:Hybrid VTOL hardware complexity is unnecessary for non-vertical short-range missions.,0.55,High aerodynamic lift-to-drag efficiency | Exceptional range capability | High cruise endurance | Wing-borne aerodynamic flight highly efficient for non-vertical launch.,QUESTIONABLE,,,,
CASE_CNF_021,CONFLICTING,SECURITY,2.0,100.0,90.0,90.0,True,True,False,False,URBAN,AMBIGUOUS,AMBIGUOUS,AMBIGUOUS,SELECTED,VTOL,0.1,0.0,0.95,MULTIROTOR; VTOL,"FIXED_WING:Conventional fixed-wing aircraft cannot perform vertical takeoff, vertical landing, or sustained hover.",0.95,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,QUESTIONABLE,,,,
CASE_CNF_022,CONFLICTING,SECURITY,15.0,30.0,180.0,90.0,True,True,False,False,URBAN,AMBIGUOUS,AMBIGUOUS,AMBIGUOUS,SELECTED,VTOL,0.05,0.0,0.95,MULTIROTOR; VTOL,"FIXED_WING:Conventional fixed-wing aircraft cannot perform vertical takeoff, vertical landing, or sustained hover.",0.95,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,QUESTIONABLE,,,,
CASE_CNF_023,CONFLICTING,SECURITY,1.0,20.0,30.0,90.0,True,True,False,False,URBAN,AMBIGUOUS,AMBIGUOUS,AMBIGUOUS,SELECTED,VTOL,0.6,0.0,0.7,MULTIROTOR; VTOL,"FIXED_WING:Conventional fixed-wing aircraft cannot perform vertical takeoff, vertical landing, or sustained hover.",0.6,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance,QUESTIONABLE,,,,
CASE_CNF_024,CONFLICTING,SECURITY,3.0,120.0,120.0,90.0,False,False,False,False,RURAL,AMBIGUOUS,AMBIGUOUS,AMBIGUOUS,SELECTED,FIXED_WING,0.0,1.0,0.8,FIXED_WING; VTOL,MULTIROTOR:Multirotor aerodynamic drag severely limits operational range beyond 100 km.,0.9,High aerodynamic lift-to-drag efficiency | Exceptional range capability | High cruise endurance | Wing-borne aerodynamic flight highly efficient for non-vertical launch. | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,QUESTIONABLE,,,,
CASE_CNF_025,CONFLICTING,SECURITY,0.1,2.0,15.0,90.0,False,False,False,False,RURAL,AMBIGUOUS,AMBIGUOUS,AMBIGUOUS,SELECTED,FIXED_WING,0.8,0.85,0.0,FIXED_WING; MULTIROTOR,VTOL:Hybrid VTOL hardware complexity is unnecessary for non-vertical short-range missions.,0.55,High aerodynamic lift-to-drag efficiency | Exceptional range capability | High cruise endurance | Wing-borne aerodynamic flight highly efficient for non-vertical launch.,QUESTIONABLE,,,,
CASE_CNF_026,CONFLICTING,SECURITY,2.0,100.0,90.0,90.0,True,True,False,False,URBAN,AMBIGUOUS,AMBIGUOUS,AMBIGUOUS,SELECTED,VTOL,0.1,0.0,0.95,MULTIROTOR; VTOL,"FIXED_WING:Conventional fixed-wing aircraft cannot perform vertical takeoff, vertical landing, or sustained hover.",0.95,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,QUESTIONABLE,,,,
CASE_CNF_027,CONFLICTING,SECURITY,15.0,30.0,180.0,90.0,True,True,False,False,URBAN,AMBIGUOUS,AMBIGUOUS,AMBIGUOUS,SELECTED,VTOL,0.05,0.0,0.95,MULTIROTOR; VTOL,"FIXED_WING:Conventional fixed-wing aircraft cannot perform vertical takeoff, vertical landing, or sustained hover.",0.95,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,QUESTIONABLE,,,,
CASE_CNF_028,CONFLICTING,SECURITY,1.0,20.0,30.0,90.0,True,True,False,False,URBAN,AMBIGUOUS,AMBIGUOUS,AMBIGUOUS,SELECTED,VTOL,0.6,0.0,0.7,MULTIROTOR; VTOL,"FIXED_WING:Conventional fixed-wing aircraft cannot perform vertical takeoff, vertical landing, or sustained hover.",0.6,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance,QUESTIONABLE,,,,
CASE_CNF_029,CONFLICTING,SECURITY,3.0,120.0,120.0,90.0,False,False,False,False,RURAL,AMBIGUOUS,AMBIGUOUS,AMBIGUOUS,SELECTED,FIXED_WING,0.0,1.0,0.8,FIXED_WING; VTOL,MULTIROTOR:Multirotor aerodynamic drag severely limits operational range beyond 100 km.,0.9,High aerodynamic lift-to-drag efficiency | Exceptional range capability | High cruise endurance | Wing-borne aerodynamic flight highly efficient for non-vertical launch. | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,QUESTIONABLE,,,,
CASE_CNF_030,CONFLICTING,SECURITY,0.1,2.0,15.0,90.0,False,False,False,False,RURAL,AMBIGUOUS,AMBIGUOUS,AMBIGUOUS,SELECTED,FIXED_WING,0.8,0.85,0.0,FIXED_WING; MULTIROTOR,VTOL:Hybrid VTOL hardware complexity is unnecessary for non-vertical short-range missions.,0.55,High aerodynamic lift-to-drag efficiency | Exceptional range capability | High cruise endurance | Wing-borne aerodynamic flight highly efficient for non-vertical launch.,QUESTIONABLE,,,,
CASE_INF_001,INFEASIBLE,DELIVERY,100.0,10.0,60.0,100.0,False,True,False,False,RURAL,INFEASIBLE,OCTOCOPTER,MULTIROTOR,NO_FEASIBLE_SOLUTION,NONE,0.0,0.0,0.0,,MULTIROTOR:Exceeds physical energy limits; FIXED_WING:Exceeds physical energy limits; VTOL:Exceeds physical energy limits,0.0, ; CONS: Payload requirement (100.0 kg) exceeds maximum studio envelope limit (35.0 kg).,PASS,,,,
CASE_INF_002,INFEASIBLE,DELIVERY,2.0,2000.0,300.0,150.0,False,True,False,False,RURAL,INFEASIBLE,VTOL,VTOL,NO_FEASIBLE_SOLUTION,NONE,0.0,0.0,0.0,,MULTIROTOR:Exceeds physical energy limits; FIXED_WING:Exceeds physical energy limits; VTOL:Exceeds physical energy limits,0.0, ; CONS: Range requirement (2000.0 km) exceeds maximum studio envelope limit (450.0 km).,PASS,,,,
CASE_INF_003,INFEASIBLE,DELIVERY,1.0,50.0,1000.0,80.0,False,True,False,False,RURAL,INFEASIBLE,OCTOCOPTER,MULTIROTOR,NO_FEASIBLE_SOLUTION,NONE,0.0,0.0,0.0,,MULTIROTOR:Exceeds physical energy limits; FIXED_WING:Exceeds physical energy limits; VTOL:Exceeds physical energy limits,0.0, ; CONS: Endurance requirement (1000.0 min) exceeds battery/fuel energy storage density limit (450.0 min).,PASS,,,,
CASE_INF_004,INFEASIBLE,DELIVERY,50.0,500.0,240.0,200.0,False,True,False,False,RURAL,INFEASIBLE,VTOL,VTOL,NO_FEASIBLE_SOLUTION,NONE,0.0,0.0,0.0,,MULTIROTOR:Exceeds physical energy limits; FIXED_WING:Exceeds physical energy limits; VTOL:Exceeds physical energy limits,0.0, ; CONS: Payload requirement (50.0 kg) exceeds maximum studio envelope limit (35.0 kg). | Range requirement (500.0 km) exceeds maximum studio envelope limit (450.0 km). | Combined heavy payload (50.0 kg) and extended range (500.0 km) exceeds structural MTOW limit.,PASS,,,,
CASE_INF_005,INFEASIBLE,DELIVERY,100.0,10.0,60.0,100.0,False,True,False,False,RURAL,INFEASIBLE,OCTOCOPTER,MULTIROTOR,NO_FEASIBLE_SOLUTION,NONE,0.0,0.0,0.0,,MULTIROTOR:Exceeds physical energy limits; FIXED_WING:Exceeds physical energy limits; VTOL:Exceeds physical energy limits,0.0, ; CONS: Payload requirement (100.0 kg) exceeds maximum studio envelope limit (35.0 kg).,PASS,,,,
CASE_INF_006,INFEASIBLE,DELIVERY,2.0,2000.0,300.0,150.0,False,True,False,False,RURAL,INFEASIBLE,VTOL,VTOL,NO_FEASIBLE_SOLUTION,NONE,0.0,0.0,0.0,,MULTIROTOR:Exceeds physical energy limits; FIXED_WING:Exceeds physical energy limits; VTOL:Exceeds physical energy limits,0.0, ; CONS: Range requirement (2000.0 km) exceeds maximum studio envelope limit (450.0 km).,PASS,,,,
CASE_INF_007,INFEASIBLE,DELIVERY,1.0,50.0,1000.0,80.0,False,True,False,False,RURAL,INFEASIBLE,OCTOCOPTER,MULTIROTOR,NO_FEASIBLE_SOLUTION,NONE,0.0,0.0,0.0,,MULTIROTOR:Exceeds physical energy limits; FIXED_WING:Exceeds physical energy limits; VTOL:Exceeds physical energy limits,0.0, ; CONS: Endurance requirement (1000.0 min) exceeds battery/fuel energy storage density limit (450.0 min).,PASS,,,,
CASE_INF_008,INFEASIBLE,DELIVERY,50.0,500.0,240.0,200.0,False,True,False,False,RURAL,INFEASIBLE,VTOL,VTOL,NO_FEASIBLE_SOLUTION,NONE,0.0,0.0,0.0,,MULTIROTOR:Exceeds physical energy limits; FIXED_WING:Exceeds physical energy limits; VTOL:Exceeds physical energy limits,0.0, ; CONS: Payload requirement (50.0 kg) exceeds maximum studio envelope limit (35.0 kg). | Range requirement (500.0 km) exceeds maximum studio envelope limit (450.0 km). | Combined heavy payload (50.0 kg) and extended range (500.0 km) exceeds structural MTOW limit.,PASS,,,,
CASE_INF_009,INFEASIBLE,DELIVERY,100.0,10.0,60.0,100.0,False,True,False,False,RURAL,INFEASIBLE,OCTOCOPTER,MULTIROTOR,NO_FEASIBLE_SOLUTION,NONE,0.0,0.0,0.0,,MULTIROTOR:Exceeds physical energy limits; FIXED_WING:Exceeds physical energy limits; VTOL:Exceeds physical energy limits,0.0, ; CONS: Payload requirement (100.0 kg) exceeds maximum studio envelope limit (35.0 kg).,PASS,,,,
CASE_INF_010,INFEASIBLE,DELIVERY,2.0,2000.0,300.0,150.0,False,True,False,False,RURAL,INFEASIBLE,VTOL,VTOL,NO_FEASIBLE_SOLUTION,NONE,0.0,0.0,0.0,,MULTIROTOR:Exceeds physical energy limits; FIXED_WING:Exceeds physical energy limits; VTOL:Exceeds physical energy limits,0.0, ; CONS: Range requirement (2000.0 km) exceeds maximum studio envelope limit (450.0 km).,PASS,,,,
CASE_INF_011,INFEASIBLE,DELIVERY,1.0,50.0,1000.0,80.0,False,True,False,False,RURAL,INFEASIBLE,OCTOCOPTER,MULTIROTOR,NO_FEASIBLE_SOLUTION,NONE,0.0,0.0,0.0,,MULTIROTOR:Exceeds physical energy limits; FIXED_WING:Exceeds physical energy limits; VTOL:Exceeds physical energy limits,0.0, ; CONS: Endurance requirement (1000.0 min) exceeds battery/fuel energy storage density limit (450.0 min).,PASS,,,,
CASE_INF_012,INFEASIBLE,DELIVERY,50.0,500.0,240.0,200.0,False,True,False,False,RURAL,INFEASIBLE,VTOL,VTOL,NO_FEASIBLE_SOLUTION,NONE,0.0,0.0,0.0,,MULTIROTOR:Exceeds physical energy limits; FIXED_WING:Exceeds physical energy limits; VTOL:Exceeds physical energy limits,0.0, ; CONS: Payload requirement (50.0 kg) exceeds maximum studio envelope limit (35.0 kg). | Range requirement (500.0 km) exceeds maximum studio envelope limit (450.0 km). | Combined heavy payload (50.0 kg) and extended range (500.0 km) exceeds structural MTOW limit.,PASS,,,,
CASE_INF_013,INFEASIBLE,DELIVERY,100.0,10.0,60.0,100.0,False,True,False,False,RURAL,INFEASIBLE,OCTOCOPTER,MULTIROTOR,NO_FEASIBLE_SOLUTION,NONE,0.0,0.0,0.0,,MULTIROTOR:Exceeds physical energy limits; FIXED_WING:Exceeds physical energy limits; VTOL:Exceeds physical energy limits,0.0, ; CONS: Payload requirement (100.0 kg) exceeds maximum studio envelope limit (35.0 kg).,PASS,,,,
CASE_INF_014,INFEASIBLE,DELIVERY,2.0,2000.0,300.0,150.0,False,True,False,False,RURAL,INFEASIBLE,VTOL,VTOL,NO_FEASIBLE_SOLUTION,NONE,0.0,0.0,0.0,,MULTIROTOR:Exceeds physical energy limits; FIXED_WING:Exceeds physical energy limits; VTOL:Exceeds physical energy limits,0.0, ; CONS: Range requirement (2000.0 km) exceeds maximum studio envelope limit (450.0 km).,PASS,,,,
CASE_INF_015,INFEASIBLE,DELIVERY,1.0,50.0,1000.0,80.0,False,True,False,False,RURAL,INFEASIBLE,OCTOCOPTER,MULTIROTOR,NO_FEASIBLE_SOLUTION,NONE,0.0,0.0,0.0,,MULTIROTOR:Exceeds physical energy limits; FIXED_WING:Exceeds physical energy limits; VTOL:Exceeds physical energy limits,0.0, ; CONS: Endurance requirement (1000.0 min) exceeds battery/fuel energy storage density limit (450.0 min).,PASS,,,,
CASE_INF_016,INFEASIBLE,DELIVERY,50.0,500.0,240.0,200.0,False,True,False,False,RURAL,INFEASIBLE,VTOL,VTOL,NO_FEASIBLE_SOLUTION,NONE,0.0,0.0,0.0,,MULTIROTOR:Exceeds physical energy limits; FIXED_WING:Exceeds physical energy limits; VTOL:Exceeds physical energy limits,0.0, ; CONS: Payload requirement (50.0 kg) exceeds maximum studio envelope limit (35.0 kg). | Range requirement (500.0 km) exceeds maximum studio envelope limit (450.0 km). | Combined heavy payload (50.0 kg) and extended range (500.0 km) exceeds structural MTOW limit.,PASS,,,,
CASE_INF_017,INFEASIBLE,DELIVERY,100.0,10.0,60.0,100.0,False,True,False,False,RURAL,INFEASIBLE,OCTOCOPTER,MULTIROTOR,NO_FEASIBLE_SOLUTION,NONE,0.0,0.0,0.0,,MULTIROTOR:Exceeds physical energy limits; FIXED_WING:Exceeds physical energy limits; VTOL:Exceeds physical energy limits,0.0, ; CONS: Payload requirement (100.0 kg) exceeds maximum studio envelope limit (35.0 kg).,PASS,,,,
CASE_INF_018,INFEASIBLE,DELIVERY,2.0,2000.0,300.0,150.0,False,True,False,False,RURAL,INFEASIBLE,VTOL,VTOL,NO_FEASIBLE_SOLUTION,NONE,0.0,0.0,0.0,,MULTIROTOR:Exceeds physical energy limits; FIXED_WING:Exceeds physical energy limits; VTOL:Exceeds physical energy limits,0.0, ; CONS: Range requirement (2000.0 km) exceeds maximum studio envelope limit (450.0 km).,PASS,,,,
CASE_INF_019,INFEASIBLE,DELIVERY,1.0,50.0,1000.0,80.0,False,True,False,False,RURAL,INFEASIBLE,OCTOCOPTER,MULTIROTOR,NO_FEASIBLE_SOLUTION,NONE,0.0,0.0,0.0,,MULTIROTOR:Exceeds physical energy limits; FIXED_WING:Exceeds physical energy limits; VTOL:Exceeds physical energy limits,0.0, ; CONS: Endurance requirement (1000.0 min) exceeds battery/fuel energy storage density limit (450.0 min).,PASS,,,,
CASE_INF_020,INFEASIBLE,DELIVERY,50.0,500.0,240.0,200.0,False,True,False,False,RURAL,INFEASIBLE,VTOL,VTOL,NO_FEASIBLE_SOLUTION,NONE,0.0,0.0,0.0,,MULTIROTOR:Exceeds physical energy limits; FIXED_WING:Exceeds physical energy limits; VTOL:Exceeds physical energy limits,0.0, ; CONS: Payload requirement (50.0 kg) exceeds maximum studio envelope limit (35.0 kg). | Range requirement (500.0 km) exceeds maximum studio envelope limit (450.0 km). | Combined heavy payload (50.0 kg) and extended range (500.0 km) exceeds structural MTOW limit.,PASS,,,,
CASE_INV_001,INVALID,SURVEY,-5.0,10.0,30.0,60.0,False,True,False,False,RURAL,INVALID,REJECTED,REJECTED,INVALID_REQUIREMENTS,NONE,0.0,0.0,0.0,,,0.0,,PASS,,,,
CASE_INV_002,INVALID,SURVEY,0.0,10.0,30.0,60.0,False,True,False,False,RURAL,INVALID,REJECTED,REJECTED,INVALID_REQUIREMENTS,NONE,0.0,0.0,0.0,,,0.0,,PASS,,,,
CASE_INV_003,INVALID,SURVEY,2.0,-10.0,30.0,60.0,False,True,False,False,RURAL,INVALID,REJECTED,REJECTED,INVALID_REQUIREMENTS,NONE,0.0,0.0,0.0,,,0.0,,PASS,,,,
CASE_INV_004,INVALID,SURVEY,2.0,10.0,0.0,60.0,False,True,False,False,RURAL,INVALID,REJECTED,REJECTED,INVALID_REQUIREMENTS,NONE,0.0,0.0,0.0,,,0.0,,PASS,,,,
CASE_INV_005,INVALID,SURVEY,2.0,10.0,30.0,-40.0,False,True,False,False,RURAL,INVALID,REJECTED,REJECTED,INVALID_REQUIREMENTS,NONE,0.0,0.0,0.0,,,0.0,,PASS,,,,
CASE_INV_006,INVALID,SURVEY,2.0,10.0,30.0,60.0,False,True,False,False,RURAL,INVALID,REJECTED,REJECTED,INVALID_REQUIREMENTS,NONE,0.0,0.0,0.0,,,0.0,,PASS,,,,
CASE_INV_007,INVALID,SURVEY,2.0,10.0,30.0,60.0,False,True,False,False,RURAL,INVALID,REJECTED,REJECTED,INVALID_REQUIREMENTS,NONE,0.0,0.0,0.0,,,0.0,,PASS,,,,
CASE_INV_008,INVALID,SURVEY,-5.0,10.0,30.0,60.0,False,True,False,False,RURAL,INVALID,REJECTED,REJECTED,INVALID_REQUIREMENTS,NONE,0.0,0.0,0.0,,,0.0,,PASS,,,,
CASE_INV_009,INVALID,SURVEY,0.0,10.0,30.0,60.0,False,True,False,False,RURAL,INVALID,REJECTED,REJECTED,INVALID_REQUIREMENTS,NONE,0.0,0.0,0.0,,,0.0,,PASS,,,,
CASE_INV_010,INVALID,SURVEY,2.0,-10.0,30.0,60.0,False,True,False,False,RURAL,INVALID,REJECTED,REJECTED,INVALID_REQUIREMENTS,NONE,0.0,0.0,0.0,,,0.0,,PASS,,,,
CASE_INV_011,INVALID,SURVEY,2.0,10.0,0.0,60.0,False,True,False,False,RURAL,INVALID,REJECTED,REJECTED,INVALID_REQUIREMENTS,NONE,0.0,0.0,0.0,,,0.0,,PASS,,,,
CASE_INV_012,INVALID,SURVEY,2.0,10.0,30.0,-40.0,False,True,False,False,RURAL,INVALID,REJECTED,REJECTED,INVALID_REQUIREMENTS,NONE,0.0,0.0,0.0,,,0.0,,PASS,,,,
CASE_INV_013,INVALID,SURVEY,2.0,10.0,30.0,60.0,False,True,False,False,RURAL,INVALID,REJECTED,REJECTED,INVALID_REQUIREMENTS,NONE,0.0,0.0,0.0,,,0.0,,PASS,,,,
CASE_INV_014,INVALID,SURVEY,2.0,10.0,30.0,60.0,False,True,False,False,RURAL,INVALID,REJECTED,REJECTED,INVALID_REQUIREMENTS,NONE,0.0,0.0,0.0,,,0.0,,PASS,,,,
CASE_INV_015,INVALID,SURVEY,-5.0,10.0,30.0,60.0,False,True,False,False,RURAL,INVALID,REJECTED,REJECTED,INVALID_REQUIREMENTS,NONE,0.0,0.0,0.0,,,0.0,,PASS,,,,
CASE_INV_016,INVALID,SURVEY,0.0,10.0,30.0,60.0,False,True,False,False,RURAL,INVALID,REJECTED,REJECTED,INVALID_REQUIREMENTS,NONE,0.0,0.0,0.0,,,0.0,,PASS,,,,
CASE_INV_017,INVALID,SURVEY,2.0,-10.0,30.0,60.0,False,True,False,False,RURAL,INVALID,REJECTED,REJECTED,INVALID_REQUIREMENTS,NONE,0.0,0.0,0.0,,,0.0,,PASS,,,,
CASE_INV_018,INVALID,SURVEY,2.0,10.0,0.0,60.0,False,True,False,False,RURAL,INVALID,REJECTED,REJECTED,INVALID_REQUIREMENTS,NONE,0.0,0.0,0.0,,,0.0,,PASS,,,,
CASE_INV_019,INVALID,SURVEY,2.0,10.0,30.0,-40.0,False,True,False,False,RURAL,INVALID,REJECTED,REJECTED,INVALID_REQUIREMENTS,NONE,0.0,0.0,0.0,,,0.0,,PASS,,,,
CASE_INV_020,INVALID,SURVEY,2.0,10.0,30.0,60.0,False,True,False,False,RURAL,INVALID,REJECTED,REJECTED,INVALID_REQUIREMENTS,NONE,0.0,0.0,0.0,,,0.0,,PASS,,,,
CASE_INV_021,INVALID,SURVEY,2.0,10.0,30.0,60.0,False,True,False,False,RURAL,INVALID,REJECTED,REJECTED,INVALID_REQUIREMENTS,NONE,0.0,0.0,0.0,,,0.0,,PASS,,,,
CASE_INV_022,INVALID,SURVEY,-5.0,10.0,30.0,60.0,False,True,False,False,RURAL,INVALID,REJECTED,REJECTED,INVALID_REQUIREMENTS,NONE,0.0,0.0,0.0,,,0.0,,PASS,,,,
CASE_INV_023,INVALID,SURVEY,0.0,10.0,30.0,60.0,False,True,False,False,RURAL,INVALID,REJECTED,REJECTED,INVALID_REQUIREMENTS,NONE,0.0,0.0,0.0,,,0.0,,PASS,,,,
CASE_INV_024,INVALID,SURVEY,2.0,-10.0,30.0,60.0,False,True,False,False,RURAL,INVALID,REJECTED,REJECTED,INVALID_REQUIREMENTS,NONE,0.0,0.0,0.0,,,0.0,,PASS,,,,
CASE_INV_025,INVALID,SURVEY,2.0,10.0,0.0,60.0,False,True,False,False,RURAL,INVALID,REJECTED,REJECTED,INVALID_REQUIREMENTS,NONE,0.0,0.0,0.0,,,0.0,,PASS,,,,
CASE_INV_026,INVALID,SURVEY,2.0,10.0,30.0,-40.0,False,True,False,False,RURAL,INVALID,REJECTED,REJECTED,INVALID_REQUIREMENTS,NONE,0.0,0.0,0.0,,,0.0,,PASS,,,,
CASE_INV_027,INVALID,SURVEY,2.0,10.0,30.0,60.0,False,True,False,False,RURAL,INVALID,REJECTED,REJECTED,INVALID_REQUIREMENTS,NONE,0.0,0.0,0.0,,,0.0,,PASS,,,,
CASE_INV_028,INVALID,SURVEY,2.0,10.0,30.0,60.0,False,True,False,False,RURAL,INVALID,REJECTED,REJECTED,INVALID_REQUIREMENTS,NONE,0.0,0.0,0.0,,,0.0,,PASS,,,,
CASE_INV_029,INVALID,SURVEY,-5.0,10.0,30.0,60.0,False,True,False,False,RURAL,INVALID,REJECTED,REJECTED,INVALID_REQUIREMENTS,NONE,0.0,0.0,0.0,,,0.0,,PASS,,,,
CASE_INV_030,INVALID,SURVEY,0.0,10.0,30.0,60.0,False,True,False,False,RURAL,INVALID,REJECTED,REJECTED,INVALID_REQUIREMENTS,NONE,0.0,0.0,0.0,,,0.0,,PASS,,,,
CASE_INV_031,INVALID,SURVEY,2.0,-10.0,30.0,60.0,False,True,False,False,RURAL,INVALID,REJECTED,REJECTED,INVALID_REQUIREMENTS,NONE,0.0,0.0,0.0,,,0.0,,PASS,,,,
CASE_INV_032,INVALID,SURVEY,2.0,10.0,0.0,60.0,False,True,False,False,RURAL,INVALID,REJECTED,REJECTED,INVALID_REQUIREMENTS,NONE,0.0,0.0,0.0,,,0.0,,PASS,,,,
CASE_INV_033,INVALID,SURVEY,2.0,10.0,30.0,-40.0,False,True,False,False,RURAL,INVALID,REJECTED,REJECTED,INVALID_REQUIREMENTS,NONE,0.0,0.0,0.0,,,0.0,,PASS,,,,
CASE_INV_034,INVALID,SURVEY,2.0,10.0,30.0,60.0,False,True,False,False,RURAL,INVALID,REJECTED,REJECTED,INVALID_REQUIREMENTS,NONE,0.0,0.0,0.0,,,0.0,,PASS,,,,
