Case ID,Mission Type,Payload Weight (kg),Range (km),Endurance (min),Cruise Speed (km/h),Takeoff Type,Landing Type,Operating Environment,Budget,Selected Vehicle Family,Selection Success,Selection Score,Primary Candidate,Alternative Candidate 1,Alternative Candidate 1 Score,Alternative Candidate 2,Alternative Candidate 2 Score,Candidate Ranking,Selection Reason,Status,Failure Category,Failure Reason,Warnings
3904,DELIVERY,4.13,100.6,74.9,62.9,VERTICAL,VERTICAL,RURAL,10101.8,VTOL,True,0.95,VTOL,MULTIROTOR,0.1,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.95, Rating: EXCELLENT). This category is recommended for the DELIVERY mission because it optimally satisfies the 4.13 kg payload, 100.6 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
3905,RESEARCH,11.39,40.4,28.8,68.5,RUNWAY,VERTICAL,MOUNTAIN,59071.67,VTOL,True,0.8,VTOL,MULTIROTOR,0.15,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.8, Rating: GOOD). This category is recommended for the RESEARCH mission because it optimally satisfies the 11.39 kg payload, 40.4 km range, and RUNWAY takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
3906,CUSTOM,11.82,63.7,46.5,45.4,RUNWAY,VERTICAL,RURAL,35509.84,VTOL,True,0.8,VTOL,MULTIROTOR,0.0,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.8, Rating: GOOD). This category is recommended for the CUSTOM mission because it optimally satisfies the 11.82 kg payload, 63.7 km range, and RUNWAY takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
3907,SURVEY,2.0,500.0,30.0,60.0,VERTICAL,VERTICAL,RURAL,,None,False,,None,None,,None,,NOT PROVIDED BY ENGINE,No feasible aircraft design solution: Range requirement (500.0 km) exceeds maximum studio envelope limit (450.0 km).,NO_VALID_VEHICLE,NO_VALID_VEHICLE,No feasible aircraft design solution: Range requirement (500.0 km) exceeds maximum studio envelope limit (450.0 km).,Extended range target (500.0 km) approaches maximum battery energy density threshold.
3908,SURVEY,18.0,20.0,280.0,60.0,VERTICAL,VERTICAL,RURAL,,None,False,,None,None,,None,,NOT PROVIDED BY ENGINE,No feasible aircraft design solution: Combined heavy payload (18.0 kg) and ultra-long endurance (280.0 min) is physically unachievable.,NO_VALID_VEHICLE,NO_VALID_VEHICLE,No feasible aircraft design solution: Combined heavy payload (18.0 kg) and ultra-long endurance (280.0 min) is physically unachievable.,
3909,SURVEY,45.0,20.0,30.0,60.0,VERTICAL,VERTICAL,RURAL,,None,False,,None,None,,None,,NOT PROVIDED BY ENGINE,No feasible aircraft design solution: Payload requirement (45.0 kg) exceeds maximum studio envelope limit (35.0 kg).,NO_VALID_VEHICLE,NO_VALID_VEHICLE,No feasible aircraft design solution: Payload requirement (45.0 kg) exceeds maximum studio envelope limit (35.0 kg).,High payload mass (45.0 kg) requires specialized heavy-lift structural airframe.
3910,INSPECTION,17.03,12.0,36.0,75.7,VERTICAL,VERTICAL,RURAL,18559.77,MULTIROTOR,True,0.7,MULTIROTOR,VTOL,0.5,None,,"MULTIROTOR, VTOL","Recommended Aircraft Category: QUADCOPTER (Score: 0.7, Rating: GOOD). This category is recommended for the INSPECTION mission because it optimally satisfies the 17.03 kg payload, 12.0 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
3911,DISASTER_RESPONSE,18.69,20.0,83.3,42.7,RUNWAY,VERTICAL,MOUNTAIN,64954.64,VTOL,True,0.7,VTOL,MULTIROTOR,0.05,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.7, Rating: GOOD). This category is recommended for the DISASTER_RESPONSE mission because it optimally satisfies the 18.69 kg payload, 20.0 km range, and RUNWAY takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
3912,DELIVERY,2.05,136.7,106.6,107.6,VERTICAL,VERTICAL,RURAL,40242.48,VTOL,True,0.95,VTOL,MULTIROTOR,0.1,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.95, Rating: EXCELLENT). This category is recommended for the DELIVERY mission because it optimally satisfies the 2.05 kg payload, 136.7 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
3913,SECURITY,1.38,5.0,19.2,27.2,VERTICAL,VERTICAL,INDOOR,68271.21,MULTIROTOR,True,0.8,MULTIROTOR,None,,None,,MULTIROTOR,"Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the SECURITY mission because it optimally satisfies the 1.38 kg payload, 5.0 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
3914,CUSTOM,1.57,5.2,37.0,22.0,VERTICAL,VERTICAL,URBAN,4104.72,MULTIROTOR,True,0.8,MULTIROTOR,VTOL,0.5,None,,"MULTIROTOR, VTOL","Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the CUSTOM mission because it optimally satisfies the 1.57 kg payload, 5.2 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
3915,DELIVERY,6.8,43.4,70.6,60.1,VERTICAL,VERTICAL,RURAL,18965.09,VTOL,True,0.95,VTOL,MULTIROTOR,0.1,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.95, Rating: EXCELLENT). This category is recommended for the DELIVERY mission because it optimally satisfies the 6.8 kg payload, 43.4 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
3916,RESEARCH,9.09,68.2,74.1,71.4,VERTICAL,RUNWAY,RURAL,61680.06,VTOL,True,0.95,VTOL,MULTIROTOR,0.1,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.95, Rating: EXCELLENT). This category is recommended for the RESEARCH mission because it optimally satisfies the 9.09 kg payload, 68.2 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
3917,DISASTER_RESPONSE,4.66,149.0,43.4,64.5,VERTICAL,VERTICAL,FOREST,34318.06,VTOL,True,0.95,VTOL,MULTIROTOR,0.4,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.95, Rating: EXCELLENT). This category is recommended for the DISASTER_RESPONSE mission because it optimally satisfies the 4.66 kg payload, 149.0 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
3918,MILITARY,1.29,57.5,92.2,70.2,CATAPULT,BELLY_LANDING,DESERT,12735.56,FIXED_WING,True,1.0,FIXED_WING,VTOL,0.8,MULTIROTOR,0.1,"FIXED_WING, VTOL, MULTIROTOR","Recommended Aircraft Category: FIXED_WING (Score: 1.0, Rating: EXCELLENT). This category is recommended for the MILITARY mission because it optimally satisfies the 1.29 kg payload, 57.5 km range, and CATAPULT takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
3919,AGRICULTURE,1.76,11.0,18.8,20.1,VERTICAL,VERTICAL,URBAN,17933.84,MULTIROTOR,True,0.8,MULTIROTOR,VTOL,0.5,None,,"MULTIROTOR, VTOL","Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the AGRICULTURE mission because it optimally satisfies the 1.76 kg payload, 11.0 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
3920,INSPECTION,4.75,115.1,104.5,92.4,HAND_LAUNCH,RUNWAY,FOREST,63010.93,VTOL,True,0.8,VTOL,MULTIROTOR,0.1,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.8, Rating: GOOD). This category is recommended for the INSPECTION mission because it optimally satisfies the 4.75 kg payload, 115.1 km range, and HAND_LAUNCH takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
3921,SURVEY,18.0,20.0,280.0,60.0,VERTICAL,VERTICAL,RURAL,,None,False,,None,None,,None,,NOT PROVIDED BY ENGINE,No feasible aircraft design solution: Combined heavy payload (18.0 kg) and ultra-long endurance (280.0 min) is physically unachievable.,NO_VALID_VEHICLE,NO_VALID_VEHICLE,No feasible aircraft design solution: Combined heavy payload (18.0 kg) and ultra-long endurance (280.0 min) is physically unachievable.,
3922,SECURITY,12.69,67.3,62.0,62.1,RUNWAY,VERTICAL,MOUNTAIN,6562.99,VTOL,True,0.8,VTOL,MULTIROTOR,0.0,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.8, Rating: GOOD). This category is recommended for the SECURITY mission because it optimally satisfies the 12.69 kg payload, 67.3 km range, and RUNWAY takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
3923,SURVEY,0.91,3.7,13.8,37.7,VERTICAL,VERTICAL,INDOOR,56915.18,MULTIROTOR,True,0.8,MULTIROTOR,None,,None,,MULTIROTOR,"Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the SURVEY mission because it optimally satisfies the 0.91 kg payload, 3.7 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
3924,AGRICULTURE,0.86,2.5,22.1,22.9,VERTICAL,VERTICAL,INDOOR,4754.08,MULTIROTOR,True,0.8,MULTIROTOR,None,,None,,MULTIROTOR,"Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the AGRICULTURE mission because it optimally satisfies the 0.86 kg payload, 2.5 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
3925,SECURITY,3.56,79.4,95.3,72.7,CATAPULT,BELLY_LANDING,FOREST,40580.78,FIXED_WING,True,1.0,FIXED_WING,VTOL,0.8,MULTIROTOR,0.1,"FIXED_WING, VTOL, MULTIROTOR","Recommended Aircraft Category: FIXED_WING (Score: 1.0, Rating: EXCELLENT). This category is recommended for the SECURITY mission because it optimally satisfies the 3.56 kg payload, 79.4 km range, and CATAPULT takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
3926,DELIVERY,1.85,78.0,138.8,72.8,RUNWAY,BELLY_LANDING,RURAL,78649.53,FIXED_WING,True,1.0,FIXED_WING,VTOL,0.8,MULTIROTOR,0.1,"FIXED_WING, VTOL, MULTIROTOR","Recommended Aircraft Category: FIXED_WING (Score: 1.0, Rating: EXCELLENT). This category is recommended for the DELIVERY mission because it optimally satisfies the 1.85 kg payload, 78.0 km range, and RUNWAY takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
3927,AGRICULTURE,14.3,38.2,31.5,49.7,VERTICAL,VERTICAL,MOUNTAIN,68386.37,VTOL,True,0.95,VTOL,MULTIROTOR,0.15,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.95, Rating: EXCELLENT). This category is recommended for the AGRICULTURE mission because it optimally satisfies the 14.3 kg payload, 38.2 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
3928,SURVEY,3.0,20.0,-10.0,60.0,VERTICAL,VERTICAL,RURAL,10000.0,None,False,,None,None,,None,,NOT PROVIDED BY ENGINE,NOT PROVIDED BY ENGINE,INVALID_REQUIREMENTS,INVALID_REQUIREMENTS,Target flight time must be greater than 0 minutes. Provided: -10.0 min.,
3929,MAPPING,10.0,28.0,21.6,42.6,RUNWAY,RUNWAY,DESERT,20282.19,FIXED_WING,True,0.85,FIXED_WING,VTOL,0.8,MULTIROTOR,0.6,"FIXED_WING, VTOL, MULTIROTOR","Recommended Aircraft Category: FIXED_WING (Score: 0.85, Rating: EXCELLENT). This category is recommended for the MAPPING mission because it optimally satisfies the 10.0 kg payload, 28.0 km range, and RUNWAY takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
3930,RESEARCH,15.67,67.7,30.3,58.1,VERTICAL,RUNWAY,DESERT,42429.1,VTOL,True,0.95,VTOL,MULTIROTOR,0.15,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.95, Rating: EXCELLENT). This category is recommended for the RESEARCH mission because it optimally satisfies the 15.67 kg payload, 67.7 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
3931,RESEARCH,4.31,60.9,37.2,67.8,VERTICAL,VERTICAL,MOUNTAIN,74969.42,VTOL,True,0.95,VTOL,MULTIROTOR,0.4,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.95, Rating: EXCELLENT). This category is recommended for the RESEARCH mission because it optimally satisfies the 4.31 kg payload, 60.9 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
3932,SURVEY,2.0,500.0,30.0,60.0,VERTICAL,VERTICAL,RURAL,,None,False,,None,None,,None,,NOT PROVIDED BY ENGINE,No feasible aircraft design solution: Range requirement (500.0 km) exceeds maximum studio envelope limit (450.0 km).,NO_VALID_VEHICLE,NO_VALID_VEHICLE,No feasible aircraft design solution: Range requirement (500.0 km) exceeds maximum studio envelope limit (450.0 km).,Extended range target (500.0 km) approaches maximum battery energy density threshold.
3933,TRAINING,0.32,1.9,10.4,22.9,VERTICAL,VERTICAL,INDOOR,49587.9,MULTIROTOR,True,0.8,MULTIROTOR,None,,None,,MULTIROTOR,"Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the TRAINING mission because it optimally satisfies the 0.32 kg payload, 1.9 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
3934,RESEARCH,7.06,62.8,51.9,118.3,VERTICAL,VERTICAL,RURAL,26177.47,VTOL,True,0.95,VTOL,MULTIROTOR,0.1,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.95, Rating: EXCELLENT). This category is recommended for the RESEARCH mission because it optimally satisfies the 7.06 kg payload, 62.8 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
3935,AGRICULTURE,0.31,5.0,12.6,27.4,VERTICAL,VERTICAL,INDOOR,68647.39,MULTIROTOR,True,0.8,MULTIROTOR,None,,None,,MULTIROTOR,"Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the AGRICULTURE mission because it optimally satisfies the 0.31 kg payload, 5.0 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
3936,SURVEY,25.0,250.0,30.0,60.0,VERTICAL,VERTICAL,RURAL,,None,False,,None,None,,None,,NOT PROVIDED BY ENGINE,No feasible aircraft design solution: Combined heavy payload (25.0 kg) and extended range (250.0 km) exceeds structural MTOW limit.,NO_VALID_VEHICLE,NO_VALID_VEHICLE,No feasible aircraft design solution: Combined heavy payload (25.0 kg) and extended range (250.0 km) exceeds structural MTOW limit.,
3937,DISASTER_RESPONSE,4.54,43.9,84.8,68.6,CATAPULT,RUNWAY,DESERT,72363.17,FIXED_WING,True,1.0,FIXED_WING,VTOL,0.8,MULTIROTOR,0.1,"FIXED_WING, VTOL, MULTIROTOR","Recommended Aircraft Category: FIXED_WING (Score: 1.0, Rating: EXCELLENT). This category is recommended for the DISASTER_RESPONSE mission because it optimally satisfies the 4.54 kg payload, 43.9 km range, and CATAPULT takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
3938,MAPPING,0.86,3.4,14.1,28.5,VERTICAL,VERTICAL,INDOOR,2292.39,MULTIROTOR,True,0.8,MULTIROTOR,None,,None,,MULTIROTOR,"Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the MAPPING mission because it optimally satisfies the 0.86 kg payload, 3.4 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
3939,SECURITY,3.52,11.4,32.6,38.1,VERTICAL,VERTICAL,URBAN,8725.61,MULTIROTOR,True,0.8,MULTIROTOR,VTOL,0.5,None,,"MULTIROTOR, VTOL","Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the SECURITY mission because it optimally satisfies the 3.52 kg payload, 11.4 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
3940,DELIVERY,4.7,91.1,90.2,113.6,VERTICAL,VERTICAL,MOUNTAIN,59745.32,VTOL,True,0.95,VTOL,MULTIROTOR,0.1,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.95, Rating: EXCELLENT). This category is recommended for the DELIVERY mission because it optimally satisfies the 4.7 kg payload, 91.1 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
3941,CUSTOM,0.59,4.9,16.4,44.0,VERTICAL,VERTICAL,URBAN,50646.23,MULTIROTOR,True,0.8,MULTIROTOR,VTOL,0.5,None,,"MULTIROTOR, VTOL","Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the CUSTOM mission because it optimally satisfies the 0.59 kg payload, 4.9 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
3942,MAPPING,7.16,35.8,76.8,83.1,VERTICAL,VERTICAL,MOUNTAIN,30294.19,VTOL,True,0.95,VTOL,MULTIROTOR,0.1,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.95, Rating: EXCELLENT). This category is recommended for the MAPPING mission because it optimally satisfies the 7.16 kg payload, 35.8 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
3943,SURVEY,5.0,20.0,30.0,60.0,VERTICAL,VERTICAL,RURAL,10000.0,None,False,,None,None,,None,,NOT PROVIDED BY ENGINE,NOT PROVIDED BY ENGINE,INVALID_REQUIREMENTS,INVALID_REQUIREMENTS,Maximum takeoff weight limit (3.0 kg) must be greater than payload weight (5.0 kg).,
3944,SURVEY,25.0,250.0,30.0,60.0,VERTICAL,VERTICAL,RURAL,,None,False,,None,None,,None,,NOT PROVIDED BY ENGINE,No feasible aircraft design solution: Combined heavy payload (25.0 kg) and extended range (250.0 km) exceeds structural MTOW limit.,NO_VALID_VEHICLE,NO_VALID_VEHICLE,No feasible aircraft design solution: Combined heavy payload (25.0 kg) and extended range (250.0 km) exceeds structural MTOW limit.,
3945,RESEARCH,1.78,6.1,35.0,48.6,VERTICAL,VERTICAL,URBAN,56266.45,MULTIROTOR,True,0.8,MULTIROTOR,VTOL,0.5,None,,"MULTIROTOR, VTOL","Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the RESEARCH mission because it optimally satisfies the 1.78 kg payload, 6.1 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
3946,INSPECTION,7.52,147.1,114.7,103.3,VERTICAL,VERTICAL,MARINE,12719.76,VTOL,True,0.95,VTOL,MULTIROTOR,0.1,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.95, Rating: EXCELLENT). This category is recommended for the INSPECTION mission because it optimally satisfies the 7.52 kg payload, 147.1 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
3947,DISASTER_RESPONSE,4.94,82.4,106.9,82.6,VERTICAL,VERTICAL,RURAL,32059.59,VTOL,True,0.95,VTOL,MULTIROTOR,0.1,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.95, Rating: EXCELLENT). This category is recommended for the DISASTER_RESPONSE mission because it optimally satisfies the 4.94 kg payload, 82.4 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
3948,SECURITY,2.56,80.0,72.6,105.5,RUNWAY,PARACHUTE,RURAL,22464.32,FIXED_WING,True,1.0,FIXED_WING,VTOL,0.8,MULTIROTOR,0.1,"FIXED_WING, VTOL, MULTIROTOR","Recommended Aircraft Category: FIXED_WING (Score: 1.0, Rating: EXCELLENT). This category is recommended for the SECURITY mission because it optimally satisfies the 2.56 kg payload, 80.0 km range, and RUNWAY takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
3949,RESEARCH,1.27,108.5,108.1,85.9,CATAPULT,NET_RECOVERY,FOREST,78490.75,FIXED_WING,True,1.0,FIXED_WING,VTOL,0.8,None,,"FIXED_WING, VTOL","Recommended Aircraft Category: FIXED_WING (Score: 1.0, Rating: EXCELLENT). This category is recommended for the RESEARCH mission because it optimally satisfies the 1.27 kg payload, 108.5 km range, and CATAPULT takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
3950,SURVEY,3.14,31.5,131.1,89.4,HAND_LAUNCH,RUNWAY,RURAL,65911.26,FIXED_WING,True,1.0,FIXED_WING,VTOL,0.8,MULTIROTOR,0.1,"FIXED_WING, VTOL, MULTIROTOR","Recommended Aircraft Category: FIXED_WING (Score: 1.0, Rating: EXCELLENT). This category is recommended for the SURVEY mission because it optimally satisfies the 3.14 kg payload, 31.5 km range, and HAND_LAUNCH takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
3951,SURVEY,7.19,38.9,104.1,68.4,VERTICAL,VERTICAL,FOREST,44918.35,VTOL,True,0.95,VTOL,MULTIROTOR,0.1,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.95, Rating: EXCELLENT). This category is recommended for the SURVEY mission because it optimally satisfies the 7.19 kg payload, 38.9 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
3952,INSPECTION,1.94,12.8,16.4,26.7,VERTICAL,VERTICAL,RURAL,29919.53,MULTIROTOR,True,0.8,MULTIROTOR,VTOL,0.5,None,,"MULTIROTOR, VTOL","Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the INSPECTION mission because it optimally satisfies the 1.94 kg payload, 12.8 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
3953,MILITARY,4.98,67.9,72.7,106.4,CATAPULT,NET_RECOVERY,DESERT,53574.42,FIXED_WING,True,1.0,FIXED_WING,VTOL,0.8,MULTIROTOR,0.1,"FIXED_WING, VTOL, MULTIROTOR","Recommended Aircraft Category: FIXED_WING (Score: 1.0, Rating: EXCELLENT). This category is recommended for the MILITARY mission because it optimally satisfies the 4.98 kg payload, 67.9 km range, and CATAPULT takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
3954,MILITARY,3.58,32.8,41.4,61.3,VERTICAL,VERTICAL,FOREST,61469.77,VTOL,True,0.95,VTOL,MULTIROTOR,0.4,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.95, Rating: EXCELLENT). This category is recommended for the MILITARY mission because it optimally satisfies the 3.58 kg payload, 32.8 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
3955,DISASTER_RESPONSE,2.56,42.4,146.0,95.1,HAND_LAUNCH,BELLY_LANDING,FOREST,20927.52,FIXED_WING,True,1.0,FIXED_WING,VTOL,0.8,MULTIROTOR,0.1,"FIXED_WING, VTOL, MULTIROTOR","Recommended Aircraft Category: FIXED_WING (Score: 1.0, Rating: EXCELLENT). This category is recommended for the DISASTER_RESPONSE mission because it optimally satisfies the 2.56 kg payload, 42.4 km range, and HAND_LAUNCH takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
3956,RESEARCH,3.63,3.3,15.0,40.3,VERTICAL,VERTICAL,RURAL,18144.97,MULTIROTOR,True,0.8,MULTIROTOR,VTOL,0.5,None,,"MULTIROTOR, VTOL","Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the RESEARCH mission because it optimally satisfies the 3.63 kg payload, 3.3 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
3957,SURVEY,18.0,20.0,280.0,60.0,VERTICAL,VERTICAL,RURAL,,None,False,,None,None,,None,,NOT PROVIDED BY ENGINE,No feasible aircraft design solution: Combined heavy payload (18.0 kg) and ultra-long endurance (280.0 min) is physically unachievable.,NO_VALID_VEHICLE,NO_VALID_VEHICLE,No feasible aircraft design solution: Combined heavy payload (18.0 kg) and ultra-long endurance (280.0 min) is physically unachievable.,
3958,SURVEY,25.0,250.0,30.0,60.0,VERTICAL,VERTICAL,RURAL,,None,False,,None,None,,None,,NOT PROVIDED BY ENGINE,No feasible aircraft design solution: Combined heavy payload (25.0 kg) and extended range (250.0 km) exceeds structural MTOW limit.,NO_VALID_VEHICLE,NO_VALID_VEHICLE,No feasible aircraft design solution: Combined heavy payload (25.0 kg) and extended range (250.0 km) exceeds structural MTOW limit.,
3959,DISASTER_RESPONSE,2.61,52.8,83.8,104.3,RUNWAY,BELLY_LANDING,DESERT,30225.7,FIXED_WING,True,1.0,FIXED_WING,VTOL,0.8,MULTIROTOR,0.1,"FIXED_WING, VTOL, MULTIROTOR","Recommended Aircraft Category: FIXED_WING (Score: 1.0, Rating: EXCELLENT). This category is recommended for the DISASTER_RESPONSE mission because it optimally satisfies the 2.61 kg payload, 52.8 km range, and RUNWAY takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
3960,AGRICULTURE,2.23,133.4,99.7,110.2,VERTICAL,VERTICAL,MARINE,26792.36,VTOL,True,0.95,VTOL,MULTIROTOR,0.1,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.95, Rating: EXCELLENT). This category is recommended for the AGRICULTURE mission because it optimally satisfies the 2.23 kg payload, 133.4 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
3961,SURVEY,2.0,20.0,30.0,350.0,VERTICAL,VERTICAL,RURAL,,None,False,,None,None,,None,,NOT PROVIDED BY ENGINE,No feasible aircraft design solution: Cruise speed requirement (350.0 km/h) exceeds platform dynamic limit (300.0 km/h).,NO_VALID_VEHICLE,NO_VALID_VEHICLE,No feasible aircraft design solution: Cruise speed requirement (350.0 km/h) exceeds platform dynamic limit (300.0 km/h).,
3962,SURVEY,2.0,500.0,30.0,60.0,VERTICAL,VERTICAL,RURAL,,None,False,,None,None,,None,,NOT PROVIDED BY ENGINE,No feasible aircraft design solution: Range requirement (500.0 km) exceeds maximum studio envelope limit (450.0 km).,NO_VALID_VEHICLE,NO_VALID_VEHICLE,No feasible aircraft design solution: Range requirement (500.0 km) exceeds maximum studio envelope limit (450.0 km).,Extended range target (500.0 km) approaches maximum battery energy density threshold.
3963,TRAINING,0.16,3.3,5.5,33.7,VERTICAL,VERTICAL,INDOOR,51634.79,MULTIROTOR,True,0.8,MULTIROTOR,None,,None,,MULTIROTOR,"Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the TRAINING mission because it optimally satisfies the 0.16 kg payload, 3.3 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
3964,INSPECTION,2.25,2.2,23.4,23.5,VERTICAL,VERTICAL,RURAL,67877.45,MULTIROTOR,True,0.8,MULTIROTOR,VTOL,0.5,None,,"MULTIROTOR, VTOL","Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the INSPECTION mission because it optimally satisfies the 2.25 kg payload, 2.2 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
3965,MILITARY,2.98,11.5,17.8,44.0,VERTICAL,VERTICAL,RURAL,42112.22,MULTIROTOR,True,0.8,MULTIROTOR,VTOL,0.5,None,,"MULTIROTOR, VTOL","Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the MILITARY mission because it optimally satisfies the 2.98 kg payload, 11.5 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
3966,INSPECTION,1.03,0.9,10.1,16.3,VERTICAL,VERTICAL,INDOOR,27642.94,MULTIROTOR,True,0.8,MULTIROTOR,None,,None,,MULTIROTOR,"Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the INSPECTION mission because it optimally satisfies the 1.03 kg payload, 0.9 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
